,NO2,PM2.5,PM10,O3,tavg,wdir,wspd,pres,year
0,0.1072601353178578,0.4919593887831844,0.3754378772441843,0.6587263013732908,0.3792134831460674,0.6155988857938719,0.6477732793522268,0.2179261862917378,0.0
1,0.2555663441256236,0.1961033841646051,0.4035817648228804,0.5154522889945209,0.3623595505617977,0.637883008356546,0.5222672064777328,0.3585237258347966,0.0
2,0.0699459913307972,0.2505361959419822,0.5388843111069618,0.674089565626633,0.4325842696629213,0.7019498607242339,0.5496546796856394,0.0843585237258324,0.0
3,0.2772007180551728,0.3399187403197621,0.6817652287921285,0.5575306750385213,0.4157303370786516,0.649025069637883,0.7206477732793521,0.1423550087873444,0.0
4,0.3459903005890216,0.2169397567175807,0.4079108130817221,0.5768158400518942,0.3651685393258427,0.6239554317548747,0.51417004048583,0.170474516695954,0.0
5,0.6239842790216111,0.3790649239393253,0.3516250674828197,0.2782903784947023,0.3174157303370786,0.8217270194986073,0.340080971659919,0.3936731107205595,0.0
6,0.2091863672537995,0.2688273837052303,0.2531224757366282,0.3321258049520854,0.2191011235955056,0.1392757660167131,0.7206477732793521,0.7065026362038651,0.0
7,0.5349691323843397,0.3623474053082622,0.3862615126705336,0.2256127548874582,0.2162921348314606,0.2172701949860724,0.7327935222672065,0.6836555360281196,0.0
8,0.7025531136757573,0.6016196066137558,0.6406341964369071,0.0474631798482633,0.2640449438202247,0.3286908077994429,0.437246963562753,0.4534270650263607,0.0
9,0.6775216279351277,0.4022447288291839,0.3992506870055488,0.1344206221722614,0.3764044943820224,0.4512534818941504,0.3157894736842105,0.3936731107205595,0.0
10,0.437019607439134,0.6758489898409881,0.6049139670156155,0.0084251090192168,0.348314606741573,0.1142061281337047,0.1255060728744939,0.5483304042179249,0.0
11,0.8648804572064357,0.6922840550380691,0.7066618227870709,0.0032953590680601,0.3258426966292135,0.0445682451253481,0.1214574898785424,0.7135325131810184,0.0
12,0.78222942223344,0.950089547050224,0.8668609630660946,0.0893086579207477,0.3061797752808988,0.3147632311977716,0.3684210526315789,0.6889279437609837,0.0
13,0.5052630765625039,0.7152838346623129,0.6027484281069496,0.1564583359399135,0.2668539325842696,0.3008356545961003,0.51417004048583,0.611599297012301,0.0
14,0.4524211182395801,0.4830791769741477,0.4696093911730442,0.3338504788568646,0.3258426966292135,0.5403899721448469,0.805668016194332,0.3057996485061487,0.0
15,0.153511336154387,0.1586177784261446,0.3927560998380412,0.629797591423597,0.3342696629213483,0.7019498607242339,0.6194331983805668,0.1054481546572922,0.0
16,0.1096862758228144,0.1860561120129618,0.4079108130817221,0.6596608205482577,0.3117977528089887,0.7520891364902507,0.6437246963562753,0.2284710017574696,0.0
17,0.2191871141548042,0.1923166458189132,0.3656959964929229,0.5839955651242449,0.3202247191011236,0.6740947075208914,0.8663967611336033,0.1985940246045672,0.0
18,0.2288659209675716,0.161057431163615,0.332141305980297,0.602187410072981,0.2893258426966292,0.6713091922005571,0.3157894736842105,0.3602811950790858,0.0
19,0.5575152406437771,0.3695670392361962,0.3548723610665735,0.3686942813393555,0.247191011235955,0.5821727019498607,0.2955465587044534,0.3181019332161696,0.0
20,0.3806619603318301,0.2782631907305611,0.3429649414066464,0.4796980280779221,0.2696629213483146,0.6601671309192201,0.2793522267206478,0.4674868189806673,0.0
21,0.4053766570256342,0.2288214242481617,0.396003393421795,0.4257827199608868,0.3567415730337078,0.7103064066852368,0.437246963562753,0.4077328646748661,0.0
22,0.5342479865866882,0.3101928443060802,0.3527068221579077,0.3907984027517788,0.4073033707865168,0.596100278551532,0.5748987854251013,0.5711775043936704,0.0
23,0.1887959698251994,0.1704466799305971,0.2368860078178593,0.5052312862775821,0.5168539325842697,0.6044568245125348,0.9473684210526316,0.4516695957820715,0.0
24,0.54462733503146,0.2205371581459881,0.3646142418178349,0.4599643708549358,0.4044943820224719,0.5793871866295265,0.4898785425101214,0.4411247803163434,0.0
25,0.8809774616183026,0.6808245157165161,0.5486261918582231,0.1396119676200173,0.3342696629213483,0.5626740947075209,0.1619433198380566,0.5676625659050956,0.0
26,0.2924606782376227,0.533753185360842,0.3213156409954578,0.455236916490943,0.348314606741573,0.5988857938718662,0.5748987854251013,0.7398945518453424,0.0
27,0.1787514390721944,0.2902845330361882,0.3137392991528622,0.4981170064203681,0.4550561797752809,0.6685236768802229,0.6923076923076923,0.7398945518453424,0.0
28,0.2346943243250204,0.2074232487111122,0.3927560998380412,0.5889944246451281,0.4382022471910112,0.7019498607242339,0.7449392712550608,0.6906854130052729,0.0
29,0.7174859827285581,0.3223755885739826,0.4587857557466949,0.2930809971155984,0.3174157303370786,0.6462395543175488,0.2793522267206478,0.727592267135325,0.0
30,0.2120735259651119,0.2163965770368462,0.2477116728026984,0.5909317954991016,0.3707865168539325,0.6350974930362117,0.6558704453441296,0.3391915641476259,0.0
31,0.2472705919319238,0.1940113664228048,0.3472939896654881,0.5161462007608969,0.2808988764044943,0.6462395543175488,0.4615384615384615,0.2302284710017552,0.0
32,0.4900778064805253,0.1452121039056171,0.3472939896654881,0.4173614606602074,0.3146067415730337,0.8579387186629527,0.3684210526315789,0.3040421792618595,0.0
33,0.4956280536017369,0.2431737833551122,0.2942555376503395,0.3201753161821956,0.2443820224719101,0.6824512534818942,0.2348178137651822,0.3796133567662565,0.0
34,0.1767991943771232,0.1611381321447527,0.2910082440665857,0.4280598284757905,0.2303370786516853,0.0724233983286908,0.51417004048583,0.6151142355008794,0.0
35,0.3745888825073209,0.5122060233970768,0.4252290356755791,0.3232599031603302,0.2191011235955056,0.1643454038997214,0.4898785425101214,0.7205623901581681,0.0
36,0.6602656392056063,0.5671137294096101,0.5529572696755548,0.258299752559341,0.1264044943820224,0.1392757660167131,0.3805668016194332,0.5553602811950782,0.0
37,0.962644647681645,0.6196097176396825,0.5269789210055245,0.2467361605024652,0.1207865168539325,0.075208913649025,0.2226720647773279,0.5729349736379596,0.0
38,0.5898618061439904,1.0,0.8094934627921042,0.1346390936992618,0.2106741573033707,0.5069637883008357,0.2591093117408907,0.5992970123022836,0.0
39,0.7252563286982545,0.7515744451031576,0.6482105382795027,0.2852112099954092,0.2022471910112359,0.479108635097493,0.5748987854251013,0.4727592267135314,0.0
40,0.4176799194377124,0.5284703749802128,0.4068290584066342,0.351462941165714,0.2640449438202247,0.5710306406685237,0.3522267206477733,0.4797891036906847,0.0
41,0.5171697087858738,0.1586301939617042,0.2607008471377136,0.6428442875470267,0.3117977528089887,0.6601671309192201,0.757085020242915,0.2583479789103684,0.0
42,0.6130305894594239,0.2274370920332612,0.3646142418178349,0.5723848140152853,0.2724719101123595,0.713091922005571,0.4655870445344129,0.45518453427065,0.0
43,0.483523106284013,0.2745230106432178,0.4057452741730564,0.4438119143014156,0.2415730337078651,0.4623955431754875,0.5384615384615384,0.4499121265377859,0.0
44,0.4748410259844284,0.4488495454362043,0.4317236228430867,0.4138043207316005,0.2331460674157303,0.415041782729805,0.659919028340081,0.4833040421792596,0.0
45,0.3799742963033551,0.3338972055733339,0.378685170827938,0.455096401764326,0.3033707865168539,0.5515320334261838,0.5870445344129556,0.4393673110720542,0.0
46,0.4974309180958661,0.3775781635560576,0.4631148040055366,0.4284852223741791,0.2808988764044943,0.6963788300835655,0.3076923076923076,0.669595782073813,0.0
47,0.5955759422327875,0.7507457081045513,0.7564529812184657,0.141396312162127,0.2134831460674157,0.3036211699164345,0.1619433198380566,0.6783831282952555,0.0
48,0.9632988299409432,0.705014324424152,0.6502671575492134,0.1881829039774329,0.2022471910112359,0.4345403899721448,0.2469635627530364,0.6942003514938442,0.0
49,0.6030918267567412,0.709886180577757,0.9166541510559792,0.099959866684247,0.2219101123595505,0.415041782729805,0.2591093117408907,0.5975395430579944,0.0
50,0.6293399884788373,0.7240163015981899,0.6628233594063947,0.1088180690389273,0.2050561797752808,0.1504178272980501,0.2105263157894736,0.6028119507908585,0.0
51,0.8109232984178576,0.7302424857557596,0.6702921346490285,0.2973580344107091,0.1938202247191011,0.0891364902506963,0.3076923076923076,0.71001757469244,0.0
52,0.541266280510262,0.7928281658839706,0.6655287608733595,0.3705026866223243,0.1910112359550561,0.1504178272980501,0.4736842105263158,0.6994727592267154,0.0
53,0.5226710210136735,0.7834854753753371,0.6980016967108974,0.3455334121884013,0.1713483146067415,0.1754874651810584,0.562753036437247,0.669595782073813,0.0
