NO2,PM2.5,PM10,O3,tavg,prcp,wdir,wspd,pres,year,month,day,day_of_week,week_of_year,is_spring,is_summer,is_autumn,is_winter
0.6944134532844357,0.7071385872599832,0.5202094527533453,0.10075160663965635,0.2134831460674157,0.011764705882352941,0.07799442896935933,0.28455284552845533,0.16871704745166838,2021,2,1,0,5,0,0,0,1
0.474372133682301,0.5334200448009249,0.5110813413972316,0.29201594485976196,0.3202247191011236,0.29411764705882354,0.44846796657381616,0.32926829268292684,0.23550087873461933,2021,2,2,1,5,0,0,0,1
0.4608631964151176,0.2031643116620355,0.3259449575374145,0.47765788495220673,0.4269662921348314,0.8823529411764706,0.6239554317548747,0.3699186991869919,0.18629173989454983,2021,2,3,2,5,0,0,0,1
0.556496811775299,0.3871601337458697,0.5423721355478088,0.3735407177108423,0.3735955056179775,0.023529411764705882,0.5515320334261838,0.3577235772357724,0.44463971880491826,2021,2,4,3,5,0,0,0,1
0.7591781231870169,0.6373161486970288,0.3963492443762131,0.15530289565032757,0.37640449438202245,0.11176470588235293,0.3203342618384401,0.22357723577235772,0.4481546572934967,2021,2,5,4,5,0,0,0,1
0.5320804445926185,0.6733670982532894,0.5580175326230974,0.15465918294603284,0.26685393258426965,0.21176470588235294,0.20055710306406685,0.7235772357723578,0.4200351493848835,2021,2,6,5,5,0,0,0,1
0.10863590185150668,0.2028752734367302,0.3050852429681274,0.5810948304105253,0.07584269662921347,0.2529411764705882,0.1671309192200557,0.47046070460704614,0.27943760984182475,2021,2,7,6,5,0,0,0,1
0.16460637434929498,0.2619868750369509,0.30899659223694953,0.6381441090199521,0.028089887640449424,0.058823529411764705,0.17270194986072424,0.6747967479674798,0.3040421792618595,2021,2,8,0,6,0,0,0,1
0.3845925661468027,0.3734275335185806,0.29074281411801517,0.5289771597281803,0.056179775280898875,0.0,0.116991643454039,0.2886178861788618,0.39718804920913797,2021,2,9,1,6,0,0,0,1
0.37584299601242205,0.33618101675764805,0.3024768619244816,0.5281883714741117,0.056179775280898875,0.0,0.10584958217270195,0.3577235772357724,0.5149384885764476,2021,2,10,2,6,0,0,0,1
0.5939574675861633,0.47994468859415745,0.36766683126928174,0.4612163095662434,0.061797752808988735,0.0,0.20334261838440112,0.15447154471544716,0.7732864674868161,2021,2,11,3,6,0,0,0,1
0.5194036746619483,0.6694092452817794,0.48109596006512395,0.48975391920156564,0.002808988764044923,0.0,0.19498607242339833,0.5487804878048782,0.8646748681898053,2021,2,12,4,6,0,0,0,1
0.4198796113752286,0.5284407044649836,0.430248419570436,0.5498459412953228,0.09831460674157301,0.0,0.2701949860724234,0.49593495934959364,0.9455184534270664,2021,2,13,5,6,0,0,0,1
0.29505451089824186,0.36919706494820304,0.28813443307436937,0.5250457084058311,0.16011235955056177,0.0,0.38440111420612816,0.6707317073170733,0.8646748681898053,2021,2,14,6,6,0,0,0,1
0.45445524541061016,0.38082099994087854,0.37679249803210235,0.3636486788997701,0.26685393258426965,0.27647058823529413,0.4958217270194986,0.6219512195121951,0.6555360281195064,2021,2,15,0,7,0,0,0,1
0.5272029464499005,0.4430496160389939,0.3546273706443459,0.33108738447999064,0.3876404494382022,0.07058823529411765,0.5069637883008357,0.4390243902439025,0.4991212653778554,2021,2,16,1,7,0,0,0,1
0.3142836141788713,0.3194857747209796,0.44589381664572464,0.5487804526549306,0.4522471910112359,0.0,0.5793871866295265,0.6382113821138212,0.4991212653778554,2021,2,17,2,7,0,0,0,1
0.25703207650689225,0.24458874458874458,0.3063882111933038,0.5448538051587327,0.4185393258426966,0.3529411764705882,0.4763231197771588,0.6097560975609757,0.41124780316344456,2021,2,18,3,7,0,0,0,1
0.416850207254294,0.29521970189648494,0.3637554820004596,0.4791701294246842,0.3286516853932584,0.0,0.5181058495821727,0.5365853658536587,0.49560632688927697,2021,2,19,4,7,0,0,0,1
0.15352568561925586,0.3732994370323657,0.7027374555695167,0.536070489423416,0.5112359550561797,0.0,0.43454038997214484,0.6260162601626017,0.4499121265377859,2021,2,20,5,7,0,0,0,1
0.2402653484996049,0.4311432118715882,0.47066488048383387,0.5422789543415539,0.4859550561797752,0.0,0.42896935933147634,0.41869918699187003,0.47627416520210986,2021,2,21,6,7,0,0,0,1
0.4826623054447894,0.37643944320727324,0.6440672165371846,0.4357944615727535,0.5224719101123595,0.0,0.48467966573816157,0.3699186991869919,0.5571177504393638,2021,2,22,0,8,0,0,0,1
0.37917954075913607,0.5526903546630405,0.5495959087286647,0.3947400025172049,0.5617977528089887,0.0,0.532033426183844,0.5040650406504066,0.727592267135325,2021,2,23,1,8,0,0,0,1
0.2831416548316895,0.5260856998338029,0.778358504495607,0.49368056669776345,0.5702247191011236,0.0,0.520891364902507,0.524390243902439,0.7328646748681891,2021,2,24,2,8,0,0,0,1
0.6066578637188166,0.603439554881133,0.5692830333817361,0.3162474047329217,0.5112359550561797,0.0,0.637883008356546,0.35365853658536595,0.7135325131810184,2021,2,25,3,8,0,0,0,1
0.7982269847978515,0.3356554927116384,0.4185143717639696,0.3097459064195451,0.3792134831460674,0.0,0.8579387186629527,0.2723577235772358,0.8594024604569412,2021,2,26,4,8,0,0,0,1
0.6612055138305161,0.3415118012993582,0.46023380090254384,0.23142240331579295,0.30617977528089885,0.0,0.027855153203342618,0.1016260162601626,0.9630931458699479,2021,2,27,5,8,0,0,0,1
0.4158552816374533,0.37483987939223146,0.37679249803210235,0.2921283543917059,0.28651685393258425,0.0,0.09749303621169916,0.1707317073170732,0.9209138840070281,2021,2,28,6,8,0,0,0,1
0.4394683579527108,0.4556162097891992,0.5449805165914546,0.2917161861079112,0.33707865168539325,0.0,0.21448467966573817,0.4024390243902439,0.8488576449912131,2021,3,1,0,9,1,0,0,0
