,NO2,year,tavg,pres,week_of_year,O3,PM2.5,wdir,wspd,PM10
16,0.1117991877836784,2018,0.3117977528089887,0.2284710017574696,3,0.6602493954384788,0.1386857957419414,0.7520891364902507,0.6463414634146343,0.3494130531503474
17,0.2275623272333979,2018,0.3202247191011236,0.1985940246045672,3,0.5841856121563702,0.1453106832469503,0.6740947075208914,0.869918699186992,0.2985655126556594
18,0.2332746178461829,2018,0.2893258426966292,0.3602811950790858,3,0.6028753781812137,0.1122322290759316,0.6713091922005571,0.3170731707317074,0.2581490517422616
19,0.5682547849621848,2018,0.247191011235955,0.3181019332161696,3,0.3697860471908665,0.3328767843183625,0.5821727019498607,0.2967479674796748,0.2855284966240166
20,0.3851648452615026,2018,0.2696629213483146,0.4674868189806673,3,0.480597826556896,0.2639608747347746,0.6601671309192201,0.2804878048780488,0.2711860677739044
21,0.4131855208133713,2018,0.3567415730337078,0.4077328646748661,4,0.4255094697824924,0.1920133483107686,0.7103064066852368,0.4390243902439025,0.3350706243002351
22,0.5445393284383343,2018,0.4073033707865168,0.5711775043936704,4,0.3918519422349513,0.2700471000926236,0.596100278551532,0.5772357723577237,0.2829201155803708
23,0.1924327900181921,2018,0.5168539325842697,0.4516695957820715,4,0.5060869281165062,0.1221679180708012,0.6044568245125348,0.951219512195122,0.1434145101279499
24,0.5551186166596225,2018,0.4044943820224719,0.4411247803163434,4,0.4608982962750171,0.1751735871614475,0.5793871866295265,0.491869918699187,0.297262544430483
25,0.8979479331010963,2018,0.3342696629213483,0.5676625659050956,4,0.1370003180132912,0.6748944025120048,0.5626740947075209,0.1626016260162601,0.518904039934876
26,0.2835249243305253,2018,0.348314606741573,0.7398945518453424,4,0.4561790174638296,0.5066183184544337,0.5988857938718662,0.5772357723577237,0.2451095911173257
27,0.1821947691588809,2018,0.4550561797752809,0.7398945518453424,4,0.498984951534198,0.2489801548982125,0.6685236768802229,0.6951219512195123,0.2359839243545051
28,0.2392152950781371,2018,0.4382022471910112,0.6906854130052729,5,0.5897052084043899,0.1612964678215057,0.7019498607242339,0.7479674796747968,0.331159275031413
29,0.7678279382463581,2018,0.3174157303370786,0.727592267135325,5,0.2879528687008629,0.2829388618462973,0.6462395543175488,0.2804878048780488,0.4106916732263253
30,0.2161587470762574,2018,0.3707865168539325,0.3391915641476259,5,0.5916392288129649,0.1369614199659723,0.6350974930362117,0.6585365853658538,0.1564539707528858
31,0.2520338222207054,2018,0.2808988764044943,0.2302284710017552,5,0.5169829665932322,0.1471040340539582,0.6462395543175488,0.4634146341463415,0.2764003852679029
32,0.4995182879929016,2018,0.3146067415730337,0.3040421792618595,5,0.4183690625909724,0.0954647274829368,0.8579387186629527,0.3699186991869919,0.2764003852679029
33,0.5051754508010594,2018,0.2443820224719101,0.3796133567662565,5,0.3229372130314353,0.199127630083624,0.6824512534818942,0.2357723577235773,0.2125158287415722
34,0.1840349877800033,2018,0.2303370786516853,0.6151142355008794,5,0.429048928890883,0.1203055922327545,0.0724233983286908,0.5162601626016261,0.2086044794727501
35,0.4060241564789608,2018,0.2191011235955056,0.7205623901581681,6,0.3244302421993069,0.4838171439081909,0.1643454038997214,0.491869918699187,0.3702727677196344
36,0.6729844880858312,2018,0.1264044943820224,0.5553602811950782,6,0.2595824322156111,0.5419203962451306,0.1392757660167131,0.3821138211382114,0.5241208020221675
37,0.981188292954404,2018,0.1207865168539325,0.5729349736379596,6,0.2423203633229794,0.5974715724336361,0.075208913649025,0.2235772357723577,0.4928300078715904
38,0.6059426898343453,2018,0.2106741573033707,0.5992970123022836,6,0.1361356293060296,0.9999999999999998,0.5069637883008357,0.2601626016260163,0.8331173942591171
39,0.7392271081791285,2018,0.2022471910112359,0.4727592267135314,6,0.2864473495849974,0.7371164495595451,0.479108635097493,0.5772357723577237,0.6388528990431861
40,0.4042390656624655,2018,0.2640449438202247,0.4797891036906847,6,0.3525845065077433,0.5162419775469851,0.5710306406685237,0.3536585365853659,0.348110084925171
41,0.5615659446674349,2018,0.3117977528089887,0.2583479789103684,6,0.6466526458994059,0.1096637303010595,0.6601671309192201,0.7601626016260163,0.1720993678281744
42,0.7188928236724043,2018,0.2724719101123595,0.45518453427065,7,0.5731243220600343,0.1655170828160206,0.713091922005571,0.467479674796748,0.297262544430483
43,0.4928373230988125,2018,0.2415730337078651,0.4499121265377859,7,0.4447737734150496,0.2323013354879819,0.4623955431754875,0.5406504065040652,0.3468046721067016
44,0.4721538958294502,2018,0.2331460674157303,0.4833040421792596,7,0.4148180742998183,0.4119418770405113,0.415041782729805,0.6626016260162602,0.3780954662572787
45,0.3872938285735286,2018,0.3033707865168539,0.4393673110720542,7,0.4515250706883018,0.310693100526181,0.5515320334261838,0.5894308943089432,0.314210909730948
46,0.5070130442886281,2018,0.2808988764044943,0.669595782073813,7,0.4294735871226715,0.3413541440855553,0.6963788300835655,0.3089430894308943,0.4159059907203238
47,0.6110039473258201,2018,0.2134831460674157,0.6783831282952555,7,0.1428811619879001,0.7362394813077666,0.3036211699164345,0.1626016260162601,0.7692303931394933
48,0.981855076877036,2018,0.2022471910112359,0.6942003514938442,7,0.1895868421280181,0.688019256076919,0.4345403899721448,0.2479674796747967,0.6420378781582107
49,0.6186646120621385,2018,0.2219101123595505,0.5975395430579944,8,0.0990914043217141,0.6931746469682737,0.415041782729805,0.2601626016260163,0.9621919201302478
50,0.6453061299493612,2018,0.2050561797752808,0.6028119507908585,8,0.1103592589425625,0.7078608543707178,0.1504178272980501,0.2113821138211382,0.6571617619976563
51,0.8265443004412848,2018,0.1938202247191011,0.71001757469244,8,0.2985731675564954,0.7150742193230811,0.0891364902506963,0.3089430894308943,0.6661578653159473
52,0.5399217185174294,2018,0.1910112359550561,0.6994727592267154,8,0.3715913250585826,0.7807710751565076,0.1504178272980501,0.475609756097561,0.6597126136124732
53,0.5327393531145896,2018,0.1713483146067415,0.669595782073813,8,0.3524240587142848,0.7708846540409513,0.1754874651810584,0.5650406504065042,0.6988261063006946
54,0.3202347919450402,2018,0.1741573033707865,0.7117750439367292,8,0.4685286937339852,0.4931090659466987,0.2144846796657381,0.8943089430894311,0.4524111023648995
55,0.2022665403102382,2018,0.1264044943820224,0.7908611599296975,8,0.5436124964811972,0.2905458224122867,0.2005571030640668,0.7845528455284554,0.2177301462355707
56,0.3187909684905219,2018,0.0926966292134831,0.7978910369068544,9,0.4817113534588028,0.3201196881014786,0.1337047353760445,0.5772357723577237,0.341590354612703
57,0.362672700973662,2018,0.0898876404494381,0.6801405975395411,9,0.4838240762002119,0.2804590452541894,0.1476323119777158,0.4024390243902439,0.2633633692362601
58,0.4312516899297251,2018,0.0,0.6274165202108932,9,0.4072520481112797,0.7963364404942553,0.2116991643454039,0.7967479674796749,0.7539590188380358
59,0.3495365326710996,2018,0.0505617977528089,0.4165202108963086,9,0.4941811253827449,0.6439935886066386,0.2284122562674094,0.5216802168021681,0.7640160756454948
60,0.5129195947843845,2018,0.0786516853932584,0.2495606326889259,9,0.4714109894248571,0.6724314464830397,0.2311977715877437,0.5227642276422765,0.6326754117917401
61,0.7078803884147604,2018,0.1376404494382022,0.2108963093145845,9,0.3436589975183434,0.6715895131676619,0.2618384401114206,0.6219512195121951,0.634761464735112
62,0.5677402587856656,2018,0.3174157303370786,0.1581722319859402,9,0.2982330566649725,0.6671170845677674,0.3481894150417827,0.5000000000000001,0.6363260044426408
63,0.6667734220978491,2018,0.3679775280898876,0.1265377855887486,10,0.4019755254665236,0.3537893568242581,0.4846796657381615,0.5528455284552846,0.4054749111390338
64,0.9832805243966786,2018,0.3455056179775281,0.0949033391915641,10,0.2528532325426556,0.5608918143060783,0.3983286908077994,0.2682926829268293,0.4693619122586575
65,0.9436908852737882,2018,0.3455056179775281,0.1476274165202085,10,0.2632573592214727,0.700218092479094,0.4401114206128134,0.2845528455284553,0.6401558672683625
66,0.3839362827583852,2018,0.3202247191011236,0.2249560632688911,10,0.5125874656646525,0.2422238863817012,0.5933147632311978,0.6707317073170733,0.3324646878498823
67,0.6194737657278313,2018,0.3651685393258427,0.3339191564147619,10,0.4247898566250047,0.3350281483817144,0.5431754874651811,0.426829268292683,0.4354627370644345
68,0.4396783686370043,2018,0.5028089887640449,0.2355008787346193,10,0.346203103848153,0.3374981113979596,0.479108635097493,0.41869918699187,0.256286271652985
69,0.5864994631601882,2018,0.4719101123595505,0.1458699472759193,10,0.3060287057435506,0.3342891301920133,0.3983286908077994,0.3414634146341463,0.297262544430483
70,0.4253057624306636,2018,0.4747191011235955,0.1019332161687138,11,0.4510504526645382,0.1843899651183414,0.4763231197771588,0.3577235772357724,0.2020847491602821
71,0.476301606844248,2018,0.3455056179775281,0.286467486818978,11,0.3808867286616444,0.0913984851769373,0.7938718662952646,0.4024390243902439,0.2007817809351058
72,0.6564697728996962,2018,0.348314606741573,0.4270650263620368,11,0.3713713098208461,0.3426285398971286,0.4122562674094707,0.4024390243902439,0.3507160213755237
73,0.6178803096607539,2018,0.3876404494382022,0.2108963093145845,11,0.3650658076144488,0.5080011036004966,0.3008356545961003,0.7845528455284554,0.4393740863332567
74,0.6064058508976644,2018,0.297752808988764,0.2952548330404205,11,0.2028492453669498,0.657433866083335,0.2367688022284122,0.6951219512195123,0.512386754215701
75,0.3779234143537052,2018,0.148876404494382,0.3989455184534236,11,0.5740850872903249,0.2854351010648431,0.2033426183844011,0.5014905149051491,0.3767924980321023
76,0.149440977809746,2018,0.1573033707865168,0.4481546572934967,11,0.6209339214497563,0.2071812860887216,0.2256267409470752,0.4710027100271003,0.4628421819461896
77,0.3116978576285067,2018,0.1797752808988764,0.5166959578207369,12,0.5960952579510528,0.2921848005307793,0.1504178272980501,0.7073170731707318,0.3780954662572787
78,0.4793257606980754,2018,0.2893258426966292,0.6520210896309315,12,0.5671714206931536,0.2543470692180859,0.977715877437326,0.5406504065040652,0.3728811487632802
79,0.7230064079510043,2018,0.2808988764044943,0.7557117750439346,12,0.4421835503541861,0.3586701614015726,0.7966573816155988,0.2682926829268293,0.4406770545584331
80,0.5712841890831195,2018,0.3623595505617977,0.54481546572935,12,0.4437169316617299,0.4753364996157105,0.766016713091922,0.434959349593496,0.4615392137210132
81,0.4218038342700684,2018,0.3595505617977528,0.3602811950790858,12,0.5573975560054072,0.5465055935465647,0.5626740947075209,0.524390243902439,0.4380711181080803
82,0.467777798195483,2018,0.3735955056179775,0.2987697715289954,12,0.4426197377687381,0.5243876002601343,0.3064066852367688,0.2682926829268293,0.4902216268279446
83,0.9506448640574588,2018,0.3342696629213483,0.4007029876977128,12,0.2571363239392912,0.9091861603242484,0.977715877437326,0.2195121951219512,0.8917876332914493
84,0.6066027359141895,2018,0.3146067415730337,0.5307557117750434,13,0.3108507864343792,0.3928456470186364,0.807799442896936,0.1178861788617886,0.2659717502799059
85,0.6951484906794632,2018,0.3370786516853932,0.4481546572934967,13,0.325326636159168,0.5766279749587792,0.3899721448467966,0.3577235772357724,0.4719678487090102
86,0.6056839391704052,2018,0.3539325842696629,0.2847100175746888,13,0.4283168257854016,0.4084701338115602,0.6796657381615598,0.2845528455284553,0.3168192907745938
87,0.5192619174500502,2018,0.3651685393258427,0.3304042179261834,13,0.5081400834136373,0.431458526299194,0.6267409470752089,0.3455284552845529,0.3233365764937687
88,0.332604421249931,2018,0.4382022471910112,0.2636203866432325,13,0.6140125687307427,0.2941850764309034,0.3704735376044568,0.5487804878048782,0.2542377024734394
89,0.3659987451861612,2018,0.3904494382022472,0.2407732864674834,13,0.5571842661242826,0.2770858377838651,0.4623955431754875,0.2113821138211382,0.2790087663115487
90,0.448196927018662,2018,0.3258426966292135,0.3901581722319847,13,0.5173836056942633,0.922675705680258,0.8885793871866295,0.1951219512195122,0.6127764223866075
91,0.3453573200536576,2018,0.3904494382022472,0.3637961335676607,14,0.5342488785467848,0.7011311905090356,0.4066852367688022,0.4024390243902439,0.2659717502799059
92,0.2983359278403288,2018,0.5421348314606741,0.2249560632688911,14,0.5751976534270015,0.2369226625675791,0.5376044568245125,0.6016260162601627,0.2633633692362601
93,0.3021528720273643,2018,0.4747191011235955,0.2425307557117726,14,0.617353149436463,0.1673531324517667,0.5236768802228412,0.5000000000000001,0.19817339989146
94,0.247778480730207,2018,0.3623595505617977,0.4253075571177476,14,0.6807338709135051,0.1747663060257901,0.7270194986072424,0.5934959349593496,0.3572357516879916
95,0.4579860500402957,2018,0.4213483146067415,0.5782073813708237,14,0.5304384836434523,0.3335862417804754,0.3649025069637883,0.6341463414634146,0.3507160213755237
96,0.4739468620466066,2018,0.5758426966292135,0.4200351493848835,14,0.5190005735768424,0.3814352061696522,0.4233983286908078,0.5609756097560976,0.430248419570436
97,0.5473984488960875,2018,0.6123595505617977,0.3813708260105422,14,0.369513189865464,0.6583929474673025,0.924791086350975,0.1707317073170732,0.7235996147320969
98,0.8435971680059222,2018,0.5393258426966292,0.3550087873462182,15,0.3460830081943667,0.8541605081817525,0.022284122562674,0.3292682926829268,0.7405479800325618
99,0.4992794008395177,2018,0.6179775280898876,0.3005272407732846,15,0.4045695915883083,0.8602335954384512,0.3008356545961003,0.2967479674796748,0.6310302005055418
100,0.6734045094544184,2018,0.5140449438202247,,15,0.3630328283871538,0.9415124582044156,,,0.9322040942048472
101,0.5873946337019894,2018,0.4831460674157303,0.3005272407732846,15,0.237479067327545,0.9653449736909524,0.1587743732590529,0.3699186991869919,0.9804432536558892
102,0.5677953865902927,2018,0.4634831460674157,0.3778558875219673,15,0.3213077552008623,0.7689369305454282,0.6824512534818942,0.1951219512195122,0.8122552350965369
103,0.4334646775154685,2018,0.5084269662921348,0.5518453427064998,15,0.499689192448001,0.5376463529726048,0.7938718662952646,0.1626016260162601,0.5958280570861424
104,0.2913031950500481,2018,0.5393258426966292,0.4762741652021098,15,0.544120741288021,0.6602289971030486,0.4066852367688022,0.1788617886178862,0.5110813413972316
105,0.2679815085592479,2018,0.5140449438202247,0.5131810193321584,16,0.6285691227348758,0.288295922590308,0.6434540389972145,0.3089430894308943,0.385918164794923
106,0.4932730952687216,2018,0.5421348314606741,0.6731107205623879,16,0.5843489422455197,0.454272838946587,0.5013927576601671,0.3292682926829268,0.4706648804838338
107,0.7413377155562788,2018,0.6376404494382023,0.7715289982425304,16,0.5993051745854537,0.5935005813609758,0.4066852367688022,0.2195121951219512,0.6310302005055418
108,0.976079783058963,2018,0.7275280898876405,0.7117750439367292,16,0.6053935438498055,0.7492462014465048,0.362116991643454,0.4024390243902439,0.9400267927424912
109,0.4861899599142105,2018,0.6938202247191012,0.6449912126537747,16,0.4618974921145193,0.4990044603853404,0.7325905292479109,0.2195121951219512,0.5488918658602767
110,0.3978836173290315,2018,0.6207865168539326,0.6326889279437609,16,0.5405380477442673,0.7486681249958943,0.0668523676880222,0.2317073170731707,0.6531953278932983
111,0.4102978739043348,2018,0.6853932584269663,0.4674868189806673,16,0.6917307897394116,0.6254885731365246,0.4401114206128134,0.3536585365853659,0.9843546029247112
112,0.2736911740384792,2018,0.5589887640449438,0.5026362038664303,17,0.5570315044526665,0.188157315623173,0.7047353760445683,0.4634146341463415,0.3559327834628152
113,0.2310878815959761,2018,0.5421348314606741,0.5061511423550087,17,0.5739179141402544,0.2814509718910326,0.637883008356546,0.6097560975609757,0.3533244024191695
114,0.1537383214371031,2018,0.5140449438202247,0.4270650263620368,17,0.63658286552073,0.127695774129765,0.7103064066852368,0.6382113821138212,0.2933511951616609
115,0.157662896099839,2018,0.4775280898876404,0.5061511423550087,17,0.6913416798211439,0.1222500312029902,0.713091922005571,0.6219512195121951,0.348110084925171
116,0.4040526811801549,2018,0.4719101123595505,0.4569420035149392,17,0.5552262265849504,0.2180136504870951,0.3983286908077994,0.2926829268292684,0.4067803239575032
117,0.4175931200499824,2018,0.5224719101123595,0.4112478031634445,17,0.4564038365277176,0.2967470061552004,0.5877437325905293,0.3902439024390244,0.3350706243002351
118,0.4427287738263683,2018,0.4382022471910112,0.4042179261862912,17,0.3702462537361757,0.6211562842822326,0.0696378830083565,0.3008130081300813,0.4667535312150117
119,0.2926813901657246,2018,0.4550561797752809,0.2214411247803163,18,0.5665190611017863,0.1364851637992761,0.6016713091922006,0.5284552845528456,0.1186434462898407
120,0.1472463661588783,2018,0.4129213483146067,0.3743409490333889,18,0.7228989745752696,0.1340841758140696,0.6713091922005571,0.6869918699186993,0.2672747185050823
121,0.2918072206923526,2018,0.4831460674157303,0.4411247803163434,18,0.6340329945995387,0.2422895768874524,0.4986072423398329,0.5284552845528456,0.348110084925171
122,0.6807995106751055,2018,0.4831460674157303,0.5588752196836531,18,0.4972920831984259,0.108353204711323,0.8551532033426184,0.2845528455284553,0.3194252272249466
123,0.6084219534668825,2018,0.5140449438202247,0.669595782073813,18,0.5511266413473003,0.1977284223111233,0.1337047353760445,0.2073170731707317,0.3155138779561244
124,0.3547815495113313,2018,0.5955056179775281,0.6977152899824226,18,0.662911675891614,0.3261599301053018,0.1727019498607242,0.3333333333333334,0.385918164794923
125,0.3610661192388162,2018,0.6685393258426966,0.6572934973637956,18,0.778895254492298,0.3347522482575593,0.2534818941504178,0.2926829268292684,0.4153950707220839
126,0.4897239147041605,2018,0.6882022471910112,0.5834797891036878,19,0.7244650219006433,0.3612780744798954,0.3008356545961003,0.2317073170731707,0.5136897224408774
127,0.8346165861188186,2018,0.7219101123595506,0.4446397188049182,19,0.7810733092693668,0.3757661155233234,0.3286908077994429,0.2723577235772358,0.7496736467953825
128,0.8588964463567083,2018,0.6882022471910112,0.3760984182776781,19,0.4533687791652295,0.7806889620243185,0.8969359331476323,0.2439024390243902,0.4895582456946638
129,0.3638330100043839,2018,0.5337078651685393,0.4622144112477997,19,0.4991290663187415,0.3119346510848786,0.7855153203342619,0.3414634146341463,0.3363760371187045
130,0.4667172442398006,2018,0.5252808988764045,0.5940246045694195,19,0.5736806051283726,0.4361225522075294,0.3064066852367688,0.2113821138211382,0.4758791979778324
131,0.4447842533988916,2018,0.6573033707865168,0.4973637961335662,19,0.6855059918123587,0.4746861636087736,0.3231197771587744,0.2967479674796748,0.5932196760424967
132,0.3363163600948197,2018,0.5589887640449438,0.4657293497363781,19,0.6572710232245779,0.6830367406998666,0.8245125348189415,0.3211382113821138,0.5971310253113188
133,0.7045622196029221,2018,0.7022471910112359,0.4903339191564129,20,0.6580607722438768,0.5366421641080213,0.0194986072423398,0.394308943089431,0.7966098380212483
134,0.5898990111121902,2018,0.7303370786516854,0.5307557117750434,20,0.7201290884163417,0.3963929343292014,0.0891364902506963,0.3821138211382114,0.5645372629355654
135,0.5743030926698395,2018,0.6179775280898876,0.5764499121265345,20,0.6008337520668462,0.4506335849279704,0.9860724233983288,0.5894308943089432,0.7835728219896055
136,0.2205899725148516,2018,0.5112359550561797,0.6608084358523705,20,0.6461741848147212,0.3049550348488132,0.958217270194986,0.5406504065040652,0.6584096453872968
137,0.29418034142487,2018,0.4915730337078652,0.6660808435852346,20,0.6251017210187569,0.3539929973920869,0.9220055710306406,0.4065040650406504,0.5554115961727446
138,0.4689039804900072,2018,0.5,0.6625659050966597,20,0.5682724576470667,0.4226691366296828,0.8774373259052924,0.1869918699186992,0.5658402311607417
139,0.4472230024702506,2018,0.6123595505617977,0.6467486818980639,20,0.5757702695042547,0.6102188150746573,0.1420612813370473,0.1991869918699187,0.5745698738100942
140,0.3061457001624957,2018,0.7191011235955056,0.5342706502636183,21,0.7540758062982004,0.3404476151061887,0.2144846796657381,0.394308943089431,0.4099534060518351
141,0.479328385831629,2018,0.699438202247191,0.4850615114235488,21,0.7344454511129024,0.3284196835031433,0.0835654596100278,0.2804878048780488,0.4224257210327917
142,0.5255517374446425,2018,0.7134831460674157,0.5905096660808447,21,0.7348931677102178,0.4389866582582819,0.1114206128133704,0.2723577235772358,0.539766199097456
143,0.5002848269905731,2018,0.699438202247191,0.5940246045694195,21,0.5908177745410664,0.4168292506684009,0.192200557103064,0.3699186991869919,0.5384607862789866
144,0.8565705780281571,2018,0.7668539325842696,0.5659050966608064,21,0.5205819931459008,0.5792588797141148,0.2757660167130919,0.2967479674796748,0.921773014623557
145,0.3921713267162466,2018,0.8258426966292135,0.5957820738137052,21,0.7615351875461768,0.5267097596384395,0.2144846796657381,0.3170731707317074,0.5880053585484982
146,0.3471292852023846,2018,0.7612359550561798,0.5729349736379596,21,0.6561219480091502,0.362595169120207,0.245125348189415,0.3780487804878049,0.5853969775048524
147,0.4414267075837482,2018,0.8117977528089888,0.5606326889279423,22,0.7059539582086339,0.4653351201150897,0.181058495821727,0.2439024390243902,0.6075621048926089
148,0.3744017976914575,2018,0.8061797752808989,0.4868189806678344,22,0.9025342104479376,0.7618489249748733,0.0584958217270195,0.3211382113821138,0.6585567284170931
149,0.4526491535256855,2018,0.7921348314606742,0.4850615114235488,22,0.6037852228542989,0.7724743642801305,0.4763231197771588,0.1869918699186992,0.6412164133253149
150,0.5629703911186481,2018,0.7528089887640449,0.5096660808435836,22,0.4786292186000305,0.564232176523527,0.988857938718663,0.2032520325203252,0.635523200005215
151,0.6225609227869466,2018,0.6825842696629213,0.5395430579964824,22,0.432520173667923,0.6033508726983688,0.8328690807799443,0.2235772357723577,0.6623209946561189
152,0.1930575718039655,2018,0.6629213483146067,0.5694200351493848,22,0.497904090650121,0.6885481741323926,0.6657381615598886,0.3170731707317074,0.5645372629355654
153,0.3616882758910359,2018,0.7275280898876405,0.5764499121265345,22,0.5776149387464127,0.4495661142095133,0.766016713091922,0.1991869918699187,0.3878151691903018
154,0.430624283010398,2018,0.6910112359550562,0.5184534270650261,23,0.7032753447465837,0.3147724809333307,0.0612813370473537,0.3333333333333334,0.5515002469039225
155,0.3735670052213906,2018,0.6573033707865168,0.5114235500878728,23,0.6455218252233538,0.3695058103252337,0.0779944289693593,0.3414634146341463,0.5541061833542753
156,0.5379213667495333,2018,0.7387640449438202,0.4956063268892769,23,0.6071988217175215,0.3726359629242785,0.0779944289693593,0.2357723577235773,0.6844861220438755
157,0.8797295062386297,2018,0.8089887640449438,0.5026362038664303,23,0.5023831781537358,0.4132524026302478,0.0055710306406685,0.1951219512195122,0.8742452318207818
158,0.7975707014094341,2018,0.7078651685393259,0.5166959578207369,23,0.4367590698639653,0.6118873539207378,0.958217270194986,0.2317073170731707,0.9553177237902928
159,0.4270541013774075,2018,0.7415730337078652,0.5008787346221446,23,0.607150783456007,0.2886802120489525,0.0139275766016713,0.3536585365853659,0.5071699921284095
160,0.2606416351431878,2018,0.7022471910112359,0.4903339191564129,23,0.6609622832393545,0.2417279230632796,0.0250696378830083,0.3699186991869919,0.4211203082143223
161,0.1837593487568679,2018,0.6573033707865168,0.4938488576449913,24,0.6175116756994611,0.2248980154898212,0.1030640668523676,0.41869918699187,0.3337676560750587
162,0.2238582637891702,2018,0.601123595505618,0.5026362038664303,24,0.5369793733312709,0.1591056894547031,0.0501392757660167,0.3902439024390244,0.2855284966240166
163,0.2609619014367355,2018,0.6039325842696629,0.5500878734622141,24,0.5155860139483895,0.095799749062268,0.9052924791086352,0.3252032520325204,0.2764003852679029
164,0.3488093706767331,2018,0.6207865168539326,0.5026362038664303,24,0.4005468675690814,0.2386273311918228,0.5487465181058496,0.4390243902439025,0.3937408633325673
165,0.4146398448021042,2018,0.7134831460674157,0.5342706502636183,24,0.479467005880844,0.4354557935741547,0.4623955431754875,0.1869918699186992,0.693611788806696
166,0.2222175553181267,2018,0.6797752808988764,0.5131810193321584,24,0.4930358932282384,0.3348277923391732,0.6908077994428969,0.3170731707317074,0.358538719913168
167,0.1292274494464905,2018,0.6235955056179775,0.5430579964850608,24,0.5302213507014066,0.1695997477484579,0.6211699164345403,0.4634146341463415,0.3546273706443459
168,0.2097612966059647,2018,0.6544943820224719,0.5869947275922662,25,0.4854660239787786,0.1817130770089799,0.6128133704735376,0.5000000000000001,0.2646663374614365
169,0.2351463380699492,2018,0.6853932584269663,0.6449912126537747,25,0.2920380424600586,0.2077035256094436,0.6657381615598886,0.2967479674796748,0.2490209403861479
170,0.2379368550375,2018,0.7162921348314606,0.6168717047451651,25,0.267060068002963,0.2227302288000315,0.6183844011142061,0.394308943089431,0.2503263532046173
171,0.2418325532311456,2018,0.5955056179775281,0.6010544815465693,25,0.4396413655548371,0.1535745488704517,0.8133704735376045,0.5894308943089432,0.3989576254198588
172,0.1996099051539246,2018,0.5617977528089887,0.7082601054481543,25,0.515097945211402,0.205975865308187,0.8746518105849582,0.5894308943089432,0.4902216268279446
173,0.2885678058871244,2018,0.6039325842696629,0.7258347978910358,25,0.5694071213840399,0.256922137043533,0.83008356545961,0.2601626016260163,0.3963492443762131
174,0.185355429957499,2018,0.598314606741573,0.6748681898066771,25,0.4772476381988726,0.2171268286594538,0.9164345403899722,0.3089430894308943,0.2998684808808358
175,0.3325912955821626,2018,0.6544943820224719,0.6924428822495585,26,0.335307065371427,0.1873394688265705,0.947075208913649,0.3170731707317074,0.3859190204025756
176,0.3537367463569708,2018,0.6320224719101123,0.7117750439367292,26,0.519332998346523,0.2835267918727706,0.0250696378830083,0.3130081300813009,0.5528032151290989
177,0.2389186549865724,2018,0.696629213483146,0.6977152899824226,26,0.652250064131079,0.4087164732081272,0.0612813370473537,0.4796747967479675,0.5997394063549646
