,week_of_year,O3,month,tavg,pres
2159,48,0.0737425744857264,11,0.1797752808988764,0.2934973637961313
2160,48,0.2163393499654604,12,0.1516853932584269,0.3884007029876954
2161,48,0.1042583997302171,12,0.1713483146067415,0.4956063268892769
2162,48,0.2242060956710801,12,0.2106741573033707,0.5676625659050956
2163,49,0.2870997091763648,12,0.2331460674157303,0.3585237258347966
2164,49,0.1323684688380601,12,0.2359550561797752,0.3093145869947271
2165,49,0.2315684396307971,12,0.2584269662921348,0.5096660808435836
2166,49,0.1923365522171098,12,0.1882022471910112,0.5430579964850608
2167,49,0.2860351813012028,12,0.3314606741573033,0.3778558875219673
2168,49,0.5165986605011159,12,0.4073033707865168,0.2618629173989433
2169,49,0.6797317927783121,12,0.4578651685393258,0.2513181019332151
2170,50,0.6254216558404438,12,0.4466292134831461,0.2653778558875217
2171,50,0.32242416439846,12,0.4073033707865168,0.2917398945518457
2172,50,0.3394421989225979,12,0.4185393258426966,0.2249560632688911
2173,50,0.242563436926243,12,0.3426966292134831,0.5729349736379596
2174,50,0.3356346863149561,12,0.4185393258426966,0.8312829525483316
2175,50,0.4345099184598548,12,0.4269662921348314,0.915641476274164
2176,50,0.4500224338681273,12,0.4297752808988764,0.8646748681898053
2177,51,0.3047854755355546,12,0.398876404494382,0.7662565905096663
2178,51,0.3810875285947752,12,0.4044943820224719,0.5764499121265345
2179,51,0.5675518837243487,12,0.4269662921348314,0.4780316344463955
2180,51,0.6333883211300136,12,0.4634831460674157,0.246045694200351
2181,51,0.651568881582803,12,0.4382022471910112,0.312829525483302
2182,51,0.6544204327863056,12,0.4691011235955056,0.3866432337434098
2183,51,0.7219468562320516,12,0.5112359550561797,0.3145869947275912
2184,52,0.6939684119607584,12,0.5140449438202247,0.3514938488576433
2185,52,0.5944581139986376,12,0.4101123595505618,0.4745166959578206
2186,52,0.3643337045089673,12,0.3735955056179775,0.4903339191564129
2187,52,0.5942246480476769,12,0.4915730337078652,0.3936731107205595
2188,52,0.6239564888642506,12,0.449438202247191,0.3567662565905074
2189,52,0.5329018856939174,12,0.4129213483146067,0.4200351493848835
2190,52,0.6137041630918194,12,0.4325842696629213,0.1898066783831247
2191,1,0.6121467626535182,1,0.3932584269662921,0.2688927943760966
2192,1,0.6394930234032802,1,0.4747191011235955,0.0579964850615084
2193,1,0.6962617585654621,1,0.4550561797752809,0.0492091388400695
2194,1,0.5298773967489625,1,0.398876404494382,0.2636203866432325
2195,1,0.4926160388226014,1,0.3848314606741573,0.1933216168717031
2196,1,0.4125641190695565,1,0.2780898876404494,0.4411247803163434
2197,1,0.556950800173322,1,0.1825842696629213,0.6836555360281196
2198,2,0.4969952067422661,1,0.1376404494382022,0.8242530755711748
2199,2,0.4490731978206002,1,0.098314606741573,0.8471001757469239
2200,2,0.2855307795553002,1,0.095505617977528,0.7961335676625652
2201,2,0.1618293738596917,1,0.1207865168539325,0.8558875219683628
2202,2,0.2769722828838713,1,0.2780898876404494,0.8330404217926173
2203,2,0.4384048607034531,1,0.2837078651685393,0.6520210896309315
2204,2,0.4330687706144189,1,0.2640449438202247,0.4217926186291727
2205,3,0.661076614301759,1,0.2331460674157303,0.3110720562390128
2206,3,0.5104219008355775,1,0.2078651685393258,0.3778558875219673
2207,3,0.1723487923661437,1,0.1432584269662921,0.1423550087873444
2208,3,0.2958551627200032,1,0.1348314606741573,0.2776801405975391
2209,3,0.4633636198559428,1,0.2303370786516853,0.5834797891036878
2210,3,0.4248417379474404,1,0.1769662921348314,0.7188049209138825
2211,3,0.4908664853382422,1,0.2780898876404494,0.5588752196836531
2212,4,0.6714624864412007,1,0.4578651685393258,0.3725834797890996
2213,4,0.5650788740215806,1,0.4157303370786516,0.5905096660808447
2214,4,0.6233243053427192,1,0.4831460674157303,0.585237258347977
2215,4,0.3066560854389304,1,0.3792134831460674,0.7258347978910358
2216,4,0.5552454418895562,1,0.4185393258426966,0.6836555360281196
2217,4,0.2594469643181401,1,0.297752808988764,0.8629173989455197
2218,4,0.2746347410785743,1,0.2893258426966292,0.7451669595782064
2219,5,0.1604833417720546,1,0.3651685393258427,0.701230228471001
2220,5,0.4420596116394786,1,0.4101123595505618,0.7293497363796106
2221,5,0.50900861518182,1,0.3679775280898876,0.7943760984182759
2222,5,0.5367670442153766,2,0.3707865168539325,0.768014059753952
2223,5,0.5221951179675588,2,0.396067415730337,0.7328646748681891
2224,5,0.5213986435916478,2,0.4691011235955056,0.6871704745166944
2225,5,0.5306133429153652,2,0.4831460674157303,0.6221441124780291
2226,6,0.5825273313688887,2,0.4578651685393258,0.5676625659050956
2227,6,0.6370353859441968,2,0.4887640449438202,0.3989455184534236
2228,6,0.4843976530426954,2,0.3061797752808988,0.34446397188049
2229,6,0.2001302797652274,2,0.2528089887640449,0.2144112478031594
2230,6,0.5093448830124218,2,0.4859550561797752,0.5118336262448722
2231,6,0.3378646224144607,2,0.4747191011235955,0.0087873462214389
2232,6,0.3918394522869575,2,0.4325842696629213,0.0755711775043899
2233,7,0.4461034724937718,2,0.3792134831460674,0.3145869947275912
2234,7,0.4746420428943245,2,0.3707865168539325,0.5131810193321584
2235,7,0.4933923371286763,2,0.497191011235955,0.4991212653778554
2236,7,0.4212475152209232,2,0.5449438202247191,0.4833040421792596
2237,7,0.3881818190552411,2,0.4915730337078652,0.4850615114235488
2238,7,0.4395654651016442,2,0.4831460674157303,0.7697715289982412
2239,7,0.5706023133305215,2,0.4522471910112359,0.6801405975395411
2240,8,0.4784168894841363,2,0.4325842696629213,0.7117750439367292
2241,8,0.474382636282146,2,0.4269662921348314,0.7082601054481543
2242,8,0.4963351610290564,2,0.4466292134831461,0.4622144112477997
2243,8,0.5788802665547055,2,0.4634831460674157,0.0263620386643204
2244,8,0.6592367488857526,2,0.3567415730337078,0.0685413005272401
2245,8,0.5654804738878422,2,0.3230337078651685,0.2038664323374348
2246,8,0.5760748320822568,2,0.3651685393258427,0.2495606326889259
2247,9,0.5154860943644394,2,0.3286516853932584,0.3550087873462182
