date,pm10,pm2_5,nitrogen_dioxide,ozone
2023-04-01 00:00:00+00:00,3.7458,3.2083,3.7667,61.5417
2023-04-02 00:00:00+00:00,9.4083,7.6792,6.9292,48.9583
2023-04-03 00:00:00+00:00,5.1833,3.8708,3.6458,71.875
2023-04-04 00:00:00+00:00,6.9,4.925,5.0292,73.75
2023-04-05 00:00:00+00:00,11.5333,8.6958,8.7292,68.5
2023-04-06 00:00:00+00:00,12.4375,9.4208,6.3417,62.875
2023-04-07 00:00:00+00:00,9.7792,7.0167,5.9042,71.5833
2023-04-08 00:00:00+00:00,14.9833,11.9667,5.8333,62.0417
2023-04-09 00:00:00+00:00,15.0833,12.95,4.9667,60.875
2023-04-10 00:00:00+00:00,8.1417,5.9667,3.6667,72.625
2023-04-11 00:00:00+00:00,8.5417,4.5,2.4958,80.0
2023-04-12 00:00:00+00:00,4.825,3.1458,2.7208,79.7917
2023-04-13 00:00:00+00:00,8.125,4.4833,3.325,79.75
2023-04-14 00:00:00+00:00,7.0875,4.3875,4.4625,62.75
2023-04-15 00:00:00+00:00,7.3417,5.2292,4.5292,74.3333
2023-04-16 00:00:00+00:00,13.0833,10.45,5.8292,54.7083
2023-04-17 00:00:00+00:00,21.5375,17.7125,7.2042,57.0417
2023-04-18 00:00:00+00:00,15.925,12.6792,4.5292,70.6667
2023-04-19 00:00:00+00:00,10.5583,7.0125,4.0125,74.25
2023-04-20 00:00:00+00:00,9.375,6.6667,5.9583,78.7083
2023-04-21 00:00:00+00:00,9.6,7.8083,4.5375,71.25
2023-04-22 00:00:00+00:00,9.2167,7.2208,4.0125,62.75
2023-04-23 00:00:00+00:00,7.4417,5.125,2.2,66.25
2023-04-24 00:00:00+00:00,9.725,7.7583,3.1542,83.4583
2023-04-25 00:00:00+00:00,8.9583,5.6958,5.6125,71.25
2023-04-26 00:00:00+00:00,8.2583,5.2708,4.6292,72.7917
2023-04-27 00:00:00+00:00,12.2917,8.0958,4.9083,75.625
2023-04-28 00:00:00+00:00,5.7125,4.2208,3.0875,54.625
2023-04-29 00:00:00+00:00,15.8792,13.2167,4.75,65.3333
2023-04-30 00:00:00+00:00,13.2208,11.1708,3.2875,70.0833
2023-05-01 00:00:00+00:00,13.8958,11.2708,4.6958,70.1667
2023-05-02 00:00:00+00:00,13.9292,10.5542,4.2375,70.125
2023-05-03 00:00:00+00:00,11.4333,7.1917,3.9417,82.0
2023-05-04 00:00:00+00:00,10.2667,6.0667,4.0375,88.5
2023-05-05 00:00:00+00:00,6.9167,4.4542,3.3417,70.125
2023-05-06 00:00:00+00:00,5.9333,3.975,3.1708,58.0417
2023-05-07 00:00:00+00:00,5.625,4.3375,3.5625,51.375
2023-05-08 00:00:00+00:00,10.2583,7.8375,3.2333,51.0
2023-05-09 00:00:00+00:00,6.3792,4.7,3.1875,48.2083
2023-05-10 00:00:00+00:00,4.5792,3.3,2.8292,62.625
2023-05-11 00:00:00+00:00,7.0917,4.9125,2.8708,58.7917
2023-05-12 00:00:00+00:00,7.7417,6.425,3.85,55.7083
2023-05-13 00:00:00+00:00,10.8792,8.2833,4.3917,68.25
2023-05-14 00:00:00+00:00,25.0333,20.6333,4.6375,78.0833
2023-05-15 00:00:00+00:00,19.9833,15.9333,5.925,76.6667
2023-05-16 00:00:00+00:00,7.7625,4.9,3.35,69.875
2023-05-17 00:00:00+00:00,9.8583,5.9208,4.5417,72.125
2023-05-18 00:00:00+00:00,9.5542,5.5375,3.5333,74.75
2023-05-19 00:00:00+00:00,9.5542,5.7792,4.2625,78.8333
2023-05-20 00:00:00+00:00,9.0917,6.0917,3.6667,75.5
2023-05-21 00:00:00+00:00,19.5958,15.575,5.5917,68.6667
2023-05-22 00:00:00+00:00,30.175,24.0,6.3417,63.875
2023-05-23 00:00:00+00:00,17.6333,12.4833,4.3125,77.3333
2023-05-24 00:00:00+00:00,10.9458,6.4875,4.7167,70.5833
2023-05-25 00:00:00+00:00,14.0917,9.4708,5.2625,73.125
2023-05-26 00:00:00+00:00,17.2833,11.3667,5.8083,72.75
2023-05-27 00:00:00+00:00,10.6292,6.3,3.5125,85.9583
2023-05-28 00:00:00+00:00,10.6667,6.0292,4.2917,98.4167
2023-05-29 00:00:00+00:00,12.1625,7.0833,5.1208,74.8333
2023-05-30 00:00:00+00:00,11.8958,6.2333,6.2875,77.2083
2023-05-31 00:00:00+00:00,9.2792,5.1208,3.575,88.2083
2023-06-01 00:00:00+00:00,13.3042,7.5083,5.6208,86.3333
2023-06-02 00:00:00+00:00,14.5458,9.1833,4.5458,78.25
2023-06-03 00:00:00+00:00,10.55,5.8625,3.3375,82.375
2023-06-04 00:00:00+00:00,7.2417,4.7167,2.9917,91.1667
2023-06-05 00:00:00+00:00,9.1583,5.925,4.7125,99.875
2023-06-06 00:00:00+00:00,12.7667,7.3833,5.7792,94.9167
2023-06-07 00:00:00+00:00,14.125,9.3667,5.775,95.4583
2023-06-08 00:00:00+00:00,19.7083,15.3667,4.6625,83.3333
2023-06-09 00:00:00+00:00,11.7375,8.1083,3.7542,107.8333
2023-06-10 00:00:00+00:00,14.5042,10.0083,3.4833,109.4167
2023-06-11 00:00:00+00:00,12.0542,8.4375,3.0583,99.7083
2023-06-12 00:00:00+00:00,12.5042,7.8,4.1667,109.4583
2023-06-13 00:00:00+00:00,12.8458,6.8667,3.75,109.9583
2023-06-14 00:00:00+00:00,13.3292,7.1375,3.9292,110.5833
2023-06-15 00:00:00+00:00,11.0917,6.0708,3.9542,100.1667
2023-06-16 00:00:00+00:00,15.3042,8.5125,4.9958,120.4583
2023-06-17 00:00:00+00:00,14.1917,8.3792,4.4167,115.0417
2023-06-18 00:00:00+00:00,13.2333,8.1083,3.6833,106.2083
2023-06-19 00:00:00+00:00,7.8625,5.4667,3.0625,71.6667
2023-06-20 00:00:00+00:00,11.0875,6.7208,3.2167,77.4583
2023-06-21 00:00:00+00:00,10.4458,7.6667,3.9417,71.7083
2023-06-22 00:00:00+00:00,14.2625,10.575,6.3375,71.5833
2023-06-23 00:00:00+00:00,17.7833,13.1333,4.3458,78.4583
2023-06-24 00:00:00+00:00,8.7042,6.0292,3.7917,79.3333
2023-06-25 00:00:00+00:00,9.3875,6.2167,3.9167,100.125
2023-06-26 00:00:00+00:00,9.5917,4.7625,3.0208,76.6667
2023-06-27 00:00:00+00:00,10.7125,4.6292,3.2,69.9583
2023-06-28 00:00:00+00:00,11.7833,6.6375,4.1583,63.2083
2023-06-29 00:00:00+00:00,17.7625,12.1917,4.2125,54.4167
2023-06-30 00:00:00+00:00,8.2458,4.7792,3.2,68.875
2023-07-01 00:00:00+00:00,6.4875,3.85,2.1833,52.0417
2023-07-02 00:00:00+00:00,22.2292,13.7458,1.7458,73.0833
2023-07-03 00:00:00+00:00,12.1792,6.45,1.9292,70.9583
2023-07-04 00:00:00+00:00,10.2042,5.8042,2.1917,62.4167
2023-07-05 00:00:00+00:00,7.0875,3.7833,2.0125,57.2083
2023-07-06 00:00:00+00:00,6.9042,3.9292,2.7167,58.625
2023-07-07 00:00:00+00:00,7.875,5.4792,4.0083,84.1667
2023-07-08 00:00:00+00:00,11.9958,6.4458,3.7208,91.25
2023-07-09 00:00:00+00:00,11.2917,7.3125,3.5292,77.2083
2023-07-10 00:00:00+00:00,10.6875,6.8042,3.775,70.3333
2023-07-11 00:00:00+00:00,11.8,6.2583,3.3125,73.7917
2023-07-12 00:00:00+00:00,7.0333,3.5208,2.4417,60.7083
2023-07-13 00:00:00+00:00,7.6833,4.0,2.45,62.3333
2023-07-14 00:00:00+00:00,10.0583,4.8667,3.0042,73.0833
2023-07-15 00:00:00+00:00,8.1,4.3958,2.0292,59.75
2023-07-16 00:00:00+00:00,9.4833,4.3375,1.7042,59.5417
2023-07-17 00:00:00+00:00,8.4417,4.0125,2.4042,61.375
2023-07-18 00:00:00+00:00,8.5375,4.2583,3.0625,73.125
2023-07-19 00:00:00+00:00,8.1208,4.1542,3.5,67.0833
2023-07-20 00:00:00+00:00,7.1292,4.5083,2.475,67.625
2023-07-21 00:00:00+00:00,7.4667,4.7,3.7042,67.5
2023-07-22 00:00:00+00:00,9.3,5.3583,2.6833,68.2083
2023-07-23 00:00:00+00:00,6.2083,3.7542,2.3042,51.25
2023-07-24 00:00:00+00:00,5.3833,3.775,2.3125,47.5833
2023-07-25 00:00:00+00:00,6.9125,4.2917,4.4042,50.5
2023-07-26 00:00:00+00:00,6.85,4.3042,2.4792,60.5
2023-07-27 00:00:00+00:00,4.5583,3.4667,2.8792,45.4583
2023-07-28 00:00:00+00:00,3.7292,2.7542,2.6792,38.4583
2023-07-29 00:00:00+00:00,4.3417,3.0417,2.2375,41.2917
2023-07-30 00:00:00+00:00,6.4417,3.8042,1.5708,54.0417
2023-07-31 00:00:00+00:00,5.6333,3.9708,2.3125,53.2917
2023-08-01 00:00:00+00:00,5.2625,3.1583,1.8167,57.9583
2023-08-02 00:00:00+00:00,4.7,2.8,1.7708,57.125
2023-08-03 00:00:00+00:00,4.4625,3.2125,2.775,57.25
2023-08-04 00:00:00+00:00,6.7333,4.3,4.4167,54.625
2023-08-05 00:00:00+00:00,6.2667,4.0583,2.5125,47.375
2023-08-06 00:00:00+00:00,4.2625,2.7333,2.4708,60.4583
2023-08-07 00:00:00+00:00,5.325,3.6417,2.8875,56.5
2023-08-08 00:00:00+00:00,6.3208,3.775,2.575,52.3333
2023-08-09 00:00:00+00:00,5.9542,3.7167,2.7875,60.7917
2023-08-10 00:00:00+00:00,5.9083,3.475,3.7792,65.9583
2023-08-11 00:00:00+00:00,10.3792,5.8333,3.8625,70.4167
2023-08-12 00:00:00+00:00,5.675,4.0208,2.1667,48.125
2023-08-13 00:00:00+00:00,7.5667,4.3708,2.5667,51.5417
2023-08-14 00:00:00+00:00,7.8833,4.4833,2.7833,51.2083
2023-08-15 00:00:00+00:00,8.3833,4.6208,2.3083,57.625
2023-08-16 00:00:00+00:00,15.5542,10.3708,5.2,51.1667
2023-08-17 00:00:00+00:00,21.5,15.9042,4.4458,54.125
2023-08-18 00:00:00+00:00,13.1292,8.6083,3.9042,64.0417
2023-08-19 00:00:00+00:00,11.075,6.5542,3.1875,63.9583
2023-08-20 00:00:00+00:00,6.5417,4.2083,2.95,50.0833
2023-08-21 00:00:00+00:00,10.2667,5.2458,4.1583,64.9167
2023-08-22 00:00:00+00:00,10.3292,5.1208,4.2833,69.5833
2023-08-23 00:00:00+00:00,9.3958,4.6167,4.6417,65.7083
2023-08-24 00:00:00+00:00,9.725,5.4167,4.0167,62.25
2023-08-25 00:00:00+00:00,9.8417,6.05,2.8958,51.7917
2023-08-26 00:00:00+00:00,5.5708,3.5458,2.3542,56.2083
2023-08-27 00:00:00+00:00,4.3542,3.225,2.1917,49.625
2023-08-28 00:00:00+00:00,6.7125,4.5667,3.4792,47.2083
2023-08-29 00:00:00+00:00,12.0125,8.5625,3.5458,51.5417
2023-08-30 00:00:00+00:00,8.6875,5.7083,3.5333,45.25
2023-08-31 00:00:00+00:00,6.6333,3.9125,2.8917,54.9583
2023-09-01 00:00:00+00:00,4.65,3.1292,3.0833,36.125
2023-09-02 00:00:00+00:00,5.825,3.6125,2.6583,39.2083
2023-09-03 00:00:00+00:00,8.1,5.3292,3.2583,50.25
2023-09-04 00:00:00+00:00,7.65,4.6333,3.55,73.3333
2023-09-05 00:00:00+00:00,7.6375,4.8583,4.5292,77.5
2023-09-06 00:00:00+00:00,8.5083,4.7583,4.85,79.5
2023-09-07 00:00:00+00:00,12.0167,6.775,4.9708,94.375
2023-09-08 00:00:00+00:00,21.4375,10.1667,5.1208,91.875
2023-09-09 00:00:00+00:00,23.7083,9.8333,4.3458,87.2083
2023-09-10 00:00:00+00:00,20.2917,9.8125,3.9792,95.3333
2023-09-11 00:00:00+00:00,19.1542,10.1167,4.7708,92.6667
2023-09-12 00:00:00+00:00,15.1792,10.7208,4.2542,69.5417
2023-09-13 00:00:00+00:00,10.4958,6.8958,3.5125,48.2917
2023-09-14 00:00:00+00:00,6.0792,4.1042,3.9417,49.125
2023-09-15 00:00:00+00:00,6.75,4.625,4.8958,65.4583
2023-09-16 00:00:00+00:00,9.2042,5.7417,3.9083,62.625
2023-09-17 00:00:00+00:00,10.2458,6.0458,2.625,57.5833
2023-09-18 00:00:00+00:00,7.1333,4.5667,2.5458,62.5833
2023-09-19 00:00:00+00:00,7.3,3.7792,2.5792,55.75
2023-09-20 00:00:00+00:00,5.9417,3.725,2.375,60.9583
2023-09-21 00:00:00+00:00,5.5458,3.6958,2.925,59.6667
2023-09-22 00:00:00+00:00,4.2167,2.6833,2.925,56.75
2023-09-23 00:00:00+00:00,5.4625,3.7458,3.4167,45.7917
2023-09-24 00:00:00+00:00,5.1083,3.4042,3.05,51.75
2023-09-25 00:00:00+00:00,6.025,4.3542,4.7708,59.2083
2023-09-26 00:00:00+00:00,8.9958,5.7292,5.4125,61.8333
2023-09-27 00:00:00+00:00,9.9542,5.5667,5.0542,64.0
2023-09-28 00:00:00+00:00,9.375,5.0208,4.5417,55.4167
2023-09-29 00:00:00+00:00,7.2083,4.3042,4.2667,48.375
2023-09-30 00:00:00+00:00,7.6917,4.7792,3.9542,43.625
2023-10-01 00:00:00+00:00,8.7625,5.9042,3.2208,55.9167
2023-10-02 00:00:00+00:00,16.9333,11.7917,4.1917,67.7083
2023-10-03 00:00:00+00:00,10.8625,6.5333,3.3208,62.4167
2023-10-04 00:00:00+00:00,9.4167,4.9,4.2167,47.4583
2023-10-05 00:00:00+00:00,10.85,5.575,4.5042,45.4167
2023-10-06 00:00:00+00:00,11.175,6.5667,5.2625,49.6667
2023-10-07 00:00:00+00:00,12.525,6.7333,3.6292,61.0833
2023-10-08 00:00:00+00:00,13.55,6.3458,3.9458,53.9167
2023-10-09 00:00:00+00:00,15.2292,6.9417,5.5708,55.7083
2023-10-10 00:00:00+00:00,16.2833,7.4167,6.0208,56.6667
2023-10-11 00:00:00+00:00,23.225,9.9208,5.5667,66.2917
2023-10-12 00:00:00+00:00,18.0042,10.1667,4.5125,45.3333
2023-10-13 00:00:00+00:00,21.5208,10.1167,3.2458,54.5
2023-10-14 00:00:00+00:00,7.8792,3.9417,3.5333,52.1667
2023-10-15 00:00:00+00:00,6.4542,3.7125,4.4,45.125
2023-10-16 00:00:00+00:00,7.7083,3.5458,4.7917,47.7083
2023-10-17 00:00:00+00:00,7.2375,4.4083,6.2292,47.6667
2023-10-18 00:00:00+00:00,8.6333,4.9208,7.1,41.9583
2023-10-19 00:00:00+00:00,5.4,3.0667,2.9375,49.2917
2023-10-20 00:00:00+00:00,4.3708,2.875,3.6792,51.2083
2023-10-21 00:00:00+00:00,5.6042,3.1625,1.6,64.3333
2023-10-22 00:00:00+00:00,5.4875,3.225,2.7958,52.1667
2023-10-23 00:00:00+00:00,6.4167,4.0458,5.1167,42.0417
2023-10-24 00:00:00+00:00,5.4083,3.3,4.2833,51.2917
2023-10-25 00:00:00+00:00,4.8542,3.2625,4.1542,43.9167
2023-10-26 00:00:00+00:00,8.6,4.8708,4.4417,44.7917
2023-10-27 00:00:00+00:00,5.675,3.4458,3.5333,56.3333
2023-10-28 00:00:00+00:00,5.0375,3.0042,2.1875,61.5417
2023-10-29 00:00:00+00:00,4.6542,2.9958,1.8,62.7917
2023-10-30 00:00:00+00:00,4.6542,2.8625,3.0042,56.7917
2023-10-31 00:00:00+00:00,5.9625,3.6208,3.8833,53.875
2023-11-01 00:00:00+00:00,5.95,3.4042,2.0375,55.0833
2023-11-02 00:00:00+00:00,7.0333,3.3542,1.9625,68.0833
2023-11-03 00:00:00+00:00,6.6958,3.7375,3.1042,59.875
2023-11-04 00:00:00+00:00,4.4958,2.875,2.0542,58.1667
2023-11-05 00:00:00+00:00,4.4958,2.7292,2.3583,64.25
2023-11-06 00:00:00+00:00,6.1417,3.3417,3.4292,60.2917
2023-11-07 00:00:00+00:00,6.2542,3.4708,4.3542,58.9167
2023-11-08 00:00:00+00:00,6.1708,3.7667,3.4333,59.4167
2023-11-09 00:00:00+00:00,4.9708,3.0125,3.6958,63.5417
2023-11-10 00:00:00+00:00,5.9458,3.55,4.0042,60.6667
2023-11-11 00:00:00+00:00,8.3,5.3208,4.85,47.8333
2023-11-12 00:00:00+00:00,5.9958,3.8083,3.2458,46.2083
2023-11-13 00:00:00+00:00,5.9542,3.7375,3.6667,59.375
2023-11-14 00:00:00+00:00,7.9458,4.2,3.5625,64.9583
2023-11-15 00:00:00+00:00,6.6375,3.6208,4.1042,61.2917
2023-11-16 00:00:00+00:00,7.2292,4.7958,6.5375,48.875
2023-11-17 00:00:00+00:00,9.7083,6.6625,7.4667,46.1667
2023-11-18 00:00:00+00:00,6.5625,4.0708,4.35,48.125
2023-11-19 00:00:00+00:00,7.4708,4.1,2.7167,60.875
2023-11-20 00:00:00+00:00,6.6083,3.8708,4.2167,60.75
2023-11-21 00:00:00+00:00,10.5375,6.9708,8.2375,41.8333
2023-11-22 00:00:00+00:00,12.3458,9.2833,8.8,30.7917
2023-11-23 00:00:00+00:00,11.0417,7.175,6.0542,37.875
2023-11-24 00:00:00+00:00,7.0292,3.4292,4.9542,63.2083
2023-11-25 00:00:00+00:00,5.925,3.4417,5.375,56.7917
2023-11-26 00:00:00+00:00,10.9542,7.2208,5.3625,47.75
2023-11-27 00:00:00+00:00,5.1667,3.9042,5.5208,47.4583
2023-11-28 00:00:00+00:00,8.0292,6.2042,8.9167,34.875
2023-11-29 00:00:00+00:00,12.5958,9.9167,9.3042,30.3333
2023-11-30 00:00:00+00:00,11.7333,8.9917,8.9792,30.2083
2023-12-01 00:00:00+00:00,13.7708,11.2625,16.1292,30.4583
2023-12-02 00:00:00+00:00,17.0958,13.8958,11.7292,30.6667
2023-12-03 00:00:00+00:00,17.1583,14.7083,6.4333,32.0
2023-12-04 00:00:00+00:00,7.525,5.8833,5.9125,44.3333
2023-12-05 00:00:00+00:00,4.8042,3.8542,9.5375,32.2917
2023-12-06 00:00:00+00:00,13.3458,9.5375,7.7333,40.875
2023-12-07 00:00:00+00:00,10.1875,7.3917,7.3,46.75
2023-12-08 00:00:00+00:00,9.9458,6.3417,7.7208,36.8333
2023-12-09 00:00:00+00:00,7.15,3.75,3.275,64.3333
2023-12-10 00:00:00+00:00,10.2583,4.4708,2.7125,70.2917
2023-12-11 00:00:00+00:00,9.675,4.9625,4.2167,66.2917
2023-12-12 00:00:00+00:00,6.8292,4.0167,5.6375,50.1667
2023-12-13 00:00:00+00:00,6.1875,4.0,6.3667,58.3333
2023-12-14 00:00:00+00:00,10.0417,7.6208,9.5625,34.875
2023-12-15 00:00:00+00:00,12.875,7.8542,7.8375,31.7083
2023-12-16 00:00:00+00:00,11.5833,7.8958,6.0667,36.2083
2023-12-17 00:00:00+00:00,9.5917,6.9042,5.3375,36.7917
2023-12-18 00:00:00+00:00,10.9125,8.3375,7.2292,25.5
2023-12-19 00:00:00+00:00,6.7958,4.8125,6.0792,39.4167
2023-12-20 00:00:00+00:00,6.1042,3.8958,4.7208,56.4167
2023-12-21 00:00:00+00:00,4.3,2.7042,3.5,66.625
2023-12-22 00:00:00+00:00,6.0958,3.6792,3.7292,68.0833
2023-12-23 00:00:00+00:00,5.4333,3.2167,2.7125,71.375
2023-12-24 00:00:00+00:00,4.9958,3.2583,2.5292,67.4583
2023-12-25 00:00:00+00:00,4.8375,3.0917,2.725,65.0417
2023-12-26 00:00:00+00:00,7.3542,4.4333,3.6958,61.9583
2023-12-27 00:00:00+00:00,6.8375,4.2917,3.7833,54.4167
2023-12-28 00:00:00+00:00,5.3917,3.6708,3.6833,59.75
2023-12-29 00:00:00+00:00,5.95,3.3125,3.45,66.25
2023-12-30 00:00:00+00:00,6.525,3.9125,3.4167,63.8333
2023-12-31 00:00:00+00:00,5.7708,3.175,2.2833,65.7917
2024-01-01 00:00:00+00:00,8.7167,5.1375,12.1958,55.1667
2024-01-02 00:00:00+00:00,5.5208,3.5417,10.55,58.7083
2024-01-03 00:00:00+00:00,7.9875,3.9042,11.3375,59.375
2024-01-04 00:00:00+00:00,12.0375,9.0333,23.4167,31.8333
2024-01-05 00:00:00+00:00,7.8375,6.1708,20.4125,36.9583
2024-01-06 00:00:00+00:00,6.5583,5.2458,9.5917,41.4167
2024-01-07 00:00:00+00:00,6.9292,5.9375,6.1208,61.5833
2024-01-08 00:00:00+00:00,6.9417,5.8208,7.0417,59.9167
2024-01-09 00:00:00+00:00,9.2917,8.1958,10.8625,58.75
2024-01-10 00:00:00+00:00,15.2542,13.3917,19.4833,45.7917
2024-01-11 00:00:00+00:00,23.0125,17.3542,34.825,21.2083
2024-01-12 00:00:00+00:00,23.4083,14.4375,44.7375,12.9583
2024-01-13 00:00:00+00:00,11.2542,7.6792,23.3625,36.125
2024-01-14 00:00:00+00:00,8.1583,5.5917,17.0917,45.5833
2024-01-15 00:00:00+00:00,13.0208,4.5958,9.3583,61.375
2024-01-16 00:00:00+00:00,13.8333,8.7875,25.1208,45.4167
2024-01-17 00:00:00+00:00,27.825,21.8583,38.0625,21.7083
2024-01-18 00:00:00+00:00,15.0,9.6792,44.0333,19.75
2024-01-19 00:00:00+00:00,13.2042,8.7833,28.275,36.875
2024-01-20 00:00:00+00:00,17.7875,15.0167,22.3792,36.4167
2024-01-21 00:00:00+00:00,8.9292,7.1542,7.5792,58.6667
2024-01-22 00:00:00+00:00,9.225,4.7,9.0167,64.6667
2024-01-23 00:00:00+00:00,12.2917,6.4875,13.275,58.2917
2024-01-24 00:00:00+00:00,11.55,5.3458,10.425,64.0
2024-01-25 00:00:00+00:00,20.7417,14.0083,30.6417,27.75
2024-01-26 00:00:00+00:00,10.7958,6.7833,13.4292,54.7917
2024-01-27 00:00:00+00:00,23.2,16.0792,32.4083,25.7917
2024-01-28 00:00:00+00:00,18.1125,13.8208,18.6375,36.2083
2024-01-29 00:00:00+00:00,20.5958,16.9667,24.0542,23.375
2024-01-30 00:00:00+00:00,15.9792,11.6667,15.6333,41.8333
2024-01-31 00:00:00+00:00,14.95,10.6333,21.3417,42.5833
2024-02-01 00:00:00+00:00,16.7625,9.0,22.1542,46.625
2024-02-02 00:00:00+00:00,16.8583,10.6208,24.5667,40.5417
2024-02-03 00:00:00+00:00,15.8333,11.3583,17.4458,45.0
2024-02-04 00:00:00+00:00,12.0167,8.3375,12.9833,49.7917
2024-02-05 00:00:00+00:00,18.8792,12.0958,11.5667,57.0
2024-02-06 00:00:00+00:00,15.0958,8.7375,8.5417,64.0
2024-02-07 00:00:00+00:00,15.8625,8.8708,21.5417,51.5417
2024-02-08 00:00:00+00:00,19.2042,14.4792,22.8083,36.2917
2024-02-09 00:00:00+00:00,12.1542,9.725,12.5958,47.6667
2024-02-10 00:00:00+00:00,13.1542,11.25,15.0375,34.7083
2024-02-11 00:00:00+00:00,14.8708,12.0625,25.7,24.25
2024-02-12 00:00:00+00:00,17.5,12.925,34.6125,26.0
2024-02-13 00:00:00+00:00,15.2208,10.775,20.6833,48.4167
2024-02-14 00:00:00+00:00,8.5583,7.2125,13.8458,50.6667
2024-02-15 00:00:00+00:00,13.025,11.2292,18.3417,43.5417
2024-02-16 00:00:00+00:00,13.1,10.7833,21.55,31.1667
2024-02-17 00:00:00+00:00,19.45,14.1083,31.8958,23.0417
2024-02-18 00:00:00+00:00,7.2542,5.775,10.575,56.9167
2024-02-19 00:00:00+00:00,14.0458,10.7167,18.5583,49.0833
2024-02-20 00:00:00+00:00,18.9167,13.05,21.6625,44.7083
2024-02-21 00:00:00+00:00,11.7708,8.2042,12.0417,63.2083
2024-02-22 00:00:00+00:00,6.2875,4.6875,11.1917,54.25
2024-02-23 00:00:00+00:00,10.1167,6.4542,11.4583,58.25
2024-02-24 00:00:00+00:00,12.4833,10.3833,12.7875,47.625
2024-02-25 00:00:00+00:00,11.0083,8.8208,10.4125,52.2917
2024-02-26 00:00:00+00:00,11.25,10.0,8.3917,48.875
2024-02-27 00:00:00+00:00,12.6792,10.6917,19.9125,44.5833
2024-02-28 00:00:00+00:00,19.3792,15.8292,34.4958,26.5
2024-02-29 00:00:00+00:00,11.2917,9.5417,12.0833,47.5
2024-03-01 00:00:00+00:00,9.2583,6.9583,11.7458,57.5
2024-03-02 00:00:00+00:00,6.4208,4.4667,6.3375,65.8333
2024-03-03 00:00:00+00:00,12.6083,10.575,16.5375,47.75
2024-03-04 00:00:00+00:00,11.3208,8.85,17.4167,53.0417
2024-03-05 00:00:00+00:00,26.375,21.9292,31.9542,22.0833
2024-03-06 00:00:00+00:00,31.4667,27.775,32.6958,20.0417
2024-03-07 00:00:00+00:00,24.7,22.0458,13.825,38.4167
2024-03-08 00:00:00+00:00,19.8833,18.3458,9.9625,60.5417
2024-03-09 00:00:00+00:00,17.6542,16.1208,11.0917,55.6667
2024-03-10 00:00:00+00:00,16.2917,14.7583,7.85,56.375
2024-03-11 00:00:00+00:00,18.0958,16.5125,18.7375,34.7083
2024-03-12 00:00:00+00:00,16.05,13.3333,17.9958,46.0
2024-03-13 00:00:00+00:00,14.0417,11.0042,22.0208,38.1667
2024-03-14 00:00:00+00:00,13.6458,11.7208,16.1042,46.25
2024-03-15 00:00:00+00:00,10.5292,8.2042,11.7125,60.875
2024-03-16 00:00:00+00:00,11.7917,6.7917,12.2792,63.7917
2024-03-17 00:00:00+00:00,15.4083,12.675,12.575,50.2917
2024-03-18 00:00:00+00:00,20.6792,15.8042,27.05,37.8333
2024-03-19 00:00:00+00:00,23.7792,18.8292,25.2167,42.2083
2024-03-20 00:00:00+00:00,31.8083,26.2708,37.8708,26.8333
2024-03-21 00:00:00+00:00,15.525,12.2458,29.8542,30.5833
2024-03-22 00:00:00+00:00,17.675,14.1875,23.1625,42.75
2024-03-23 00:00:00+00:00,12.2833,8.4792,15.0792,63.25
2024-03-24 00:00:00+00:00,10.1833,4.9083,5.9958,69.4583
2024-03-25 00:00:00+00:00,16.4542,11.0167,18.0583,51.75
2024-03-26 00:00:00+00:00,18.1542,14.975,17.8333,50.9167
2024-03-27 00:00:00+00:00,12.6875,10.3375,14.1333,55.75
2024-03-28 00:00:00+00:00,8.9958,6.7333,9.2625,61.5
2024-03-29 00:00:00+00:00,7.3792,5.5708,10.075,74.1667
2024-03-30 00:00:00+00:00,12.4333,9.9333,18.2,42.75
2024-03-31 00:00:00+00:00,15.4042,13.7792,13.9125,48.5417
2024-04-01 00:00:00+00:00,10.0917,8.3667,14.9542,51.4583
2024-04-02 00:00:00+00:00,11.2208,8.6875,15.0917,54.4583
2024-04-03 00:00:00+00:00,9.2333,6.9125,10.8375,61.2917
2024-04-04 00:00:00+00:00,9.5167,5.9958,10.1167,73.7917
2024-04-05 00:00:00+00:00,9.8583,6.8542,10.6333,65.2083
2024-04-06 00:00:00+00:00,13.2917,8.3875,10.1208,61.7917
2024-04-07 00:00:00+00:00,9.5292,6.5417,7.7875,75.875
2024-04-08 00:00:00+00:00,16.4333,13.1375,15.9083,54.625
2024-04-09 00:00:00+00:00,10.9083,7.2208,9.8583,68.9583
2024-04-10 00:00:00+00:00,12.1792,7.2125,11.0708,71.6667
2024-04-11 00:00:00+00:00,12.7583,9.575,16.6167,48.625
2024-04-12 00:00:00+00:00,11.4292,8.3167,11.85,58.375
2024-04-13 00:00:00+00:00,12.2625,9.1667,12.6708,61.7917
2024-04-14 00:00:00+00:00,12.45,7.6083,10.5833,71.5833
2024-04-15 00:00:00+00:00,11.3292,7.2292,9.625,73.75
2024-04-16 00:00:00+00:00,8.7958,5.1083,7.4833,76.5833
2024-04-17 00:00:00+00:00,8.575,5.5042,11.4,69.2083
2024-04-18 00:00:00+00:00,8.8583,5.6125,11.8625,71.6667
2024-04-19 00:00:00+00:00,9.7792,4.7375,8.1875,69.7083
2024-04-20 00:00:00+00:00,9.8125,3.5625,5.2667,78.8333
