,NO2,PM2.5,PM10,O3
2019-11-11,16.9729,11.8642,11.2567,32.26
2019-11-12,14.9058,5.6878,9.6567,48.8367
2019-11-13,16.485,6.0694,9.1233,33.6222
2019-11-14,20.3887,6.9493,9.55,23.4996
2019-11-15,26.455,20.9148,23.63,8.9904
2019-11-16,25.7238,13.8317,14.0833,13.4358
2019-11-17,26.6575,17.7368,18.5633,11.0891
2019-11-18,27.3396,3.471,10.9367,28.695
2019-11-19,20.6929,4.5507,7.31,42.4875
2019-11-20,44.9052,23.5115,27.2033,5.7733
2019-11-21,27.9604,21.2648,32.91,8.1248
2019-11-22,27.0112,12.1761,13.6033,17.4962
2019-11-23,27.7117,13.8548,14.51,5.9825
2019-11-24,27.2288,22.6282,21.2833,2.4517
2019-11-25,24.0192,11.6526,16.8567,15.3643
2019-11-26,17.9333,7.1678,11.2567,27.2646
2019-11-27,12.2554,3.791,7.47,44.5146
2019-11-28,12.9929,3.3204,9.2833,39.2058
2019-11-29,23.0004,6.2853,15.5233,47.4287
2019-11-30,,12.8814,13.6033,27.1867
2019-12-01,,27.2498,16.4833,14.3121
2019-12-02,,7.3219,10.8833,23.9767
2019-12-03,,18.0871,23.2567,11.4817
2019-12-04,34.3325,20.7507,21.006,5.2585
2019-12-05,37.8558,28.066,31.5767,2.9412
2019-12-06,18.2271,12.2967,13.1233,34.1646
2019-12-07,,4.689,12.75,58.64
2019-12-08,5.7286,6.9711,13.71,68.44
2019-12-09,9.9317,4.2308,16.2167,62.7996
2019-12-10,18.9727,7.5915,13.8167,44.025
2019-12-11,22.7246,11.1506,15.0967,29.8413
2019-12-12,15.9504,7.5939,6.03,44.4183
2019-12-13,14.4554,5.677,9.2833,44.3062
2019-12-14,,7.1652,15.5233,69.9088
2019-12-15,,7.6509,14.4033,70.6867
2019-12-16,26.4204,8.4658,13.71,32.4758
2019-12-17,23.3217,6.9845,11.3633,28.7917
2019-12-18,24.4842,10.7807,10.7233,30.835
2019-12-19,12.8591,8.9902,19.5233,42.895
2019-12-20,9.8221,4.7444,7.2033,56.3358
2019-12-21,11.5129,3.9715,9.3367,48.0012
2019-12-22,7.6188,5.491,8.9633,53.8983
2019-12-23,10.2746,4.7248,15.8967,49.4
2019-12-24,9.1783,7.9905,24.3233,54.9475
2019-12-25,10.3675,6.0362,13.55,47.7312
2019-12-26,23.5546,16.0475,10.51,19.0912
2019-12-27,20.0567,13.9375,16.43,16.8617
2019-12-28,28.8879,22.3225,18.9367,7.5462
2019-12-29,33.7617,22.5035,21.6033,4.6621
2019-12-30,26.9288,19.9753,21.8167,16.7817
2019-12-31,22.9762,25.6993,24.2167,22.06
2020-01-01,20.7758,107.513,46.2967,21.7229
2020-01-02,19.9425,19.1693,18.83,19.1008
2020-01-03,11.0929,8.353,12.75,53.1054
2020-01-04,7.9342,7.0535,15.5233,55.1983
2020-01-05,14.6438,9.0364,11.0433,42.2004
2020-01-06,19.0442,12.5328,9.6567,39.68
2020-01-07,23.5829,14.6869,18.19,28.5404
2020-01-08,17.6088,9.9233,9.1233,32.1265
2020-01-09,14.62,9.2413,9.6033,33.5521
2020-01-10,17.3796,5.0045,10.8833,51.6192
2020-01-11,14.3542,10.5497,9.4433,48.7558
2020-01-12,9.8658,7.8196,14.1367,54.7204
2020-01-13,14.6058,10.2717,13.4433,44.0821
2020-01-14,9.8479,4.3821,5.55,51.0513
2020-01-15,11.7717,5.0172,7.63,56.3375
2020-01-16,18.4767,9.6239,11.0967,38.303
2020-01-17,9.8817,4.9963,9.6567,54.475
2020-01-18,9.0671,6.9595,13.23,55.8192
2020-01-19,22.2675,8.2035,25.9767,49.6421
2020-01-20,45.0779,12.3418,18.0833,6.733
2020-01-21,40.7379,22.9214,18.0833,7.8325
2020-01-22,38.805,25.1342,25.1767,2.515
2020-01-23,35.4204,23.1472,22.2967,8.0867
2020-01-24,39.1079,29.0346,29.4967,5.7148
2020-01-25,28.5283,27.4915,31.3633,11.7388
2020-01-26,20.0304,19.2027,22.67,22.31
2020-01-27,13.6292,9.5933,8.59,47.0154
2020-01-28,6.6796,4.4355,6.9367,70.4996
2020-01-29,8.6083,6.1843,17.4967,61.6912
2020-01-30,13.8396,6.9916,13.87,47.3417
2020-01-31,10.5112,6.5586,7.7367,48.6467
2020-02-01,7.4083,6.886,16.6433,57.8235
2020-02-02,8.5933,7.5102,25.07,57.4971
2020-02-03,8.8079,8.9153,28.43,61.0383
2020-02-04,11.2512,3.7792,15.0433,61.1654
2020-02-05,25.5462,7.7082,12.1633,44.6978
2020-02-06,33.7046,15.6575,18.51,21.1404
2020-02-07,33.6579,23.3604,23.8433,15.9667
2020-02-08,19.07,15.8149,15.8433,32.3788
2020-02-09,4.7062,7.8645,8.3767,61.9161
2020-02-10,3.8342,8.3332,21.0167,70.0271
2020-02-11,3.9675,6.356,16.6433,72.0825
2020-02-12,7.2262,3.9712,13.8167,61.9904
2020-02-13,12.6846,6.1063,11.4167,53.9196
2020-02-14,15.9712,8.3079,11.6833,48.0462
2020-02-15,10.0383,8.5079,16.4833,52.7325
2020-02-16,3.1146,4.5475,5.4967,61.2462
2020-02-17,6.6454,4.9693,17.39,66.9374
2020-02-18,7.01,7.7002,16.3767,63.5812
2020-02-19,7.1929,5.3814,13.4433,60.965
2020-02-20,8.0729,6.233,9.2833,60.8483
2020-02-21,8.9712,8.921,18.4567,59.0209
2020-02-22,7.3379,8.2615,16.27,59.8425
2020-02-23,7.3129,7.8227,16.9633,61.8162
2020-02-24,9.9379,6.3224,11.5767,52.2617
2020-02-25,6.02,5.3251,8.3767,68.3822
2020-02-26,8.9212,3.7956,5.6567,64.1904
2020-02-27,16.0754,6.9754,8.4833,52.0254
2020-02-28,13.3483,6.4636,11.3309,53.6588
2020-02-29,5.6361,9.8014,,41.26
2020-03-01,6.8817,5.5055,9.1048,65.8176
2020-03-02,13.5271,5.2706,6.4033,51.4446
2020-03-03,14.2717,6.9645,11.2033,56.0246
2020-03-04,16.81,9.6805,16.11,47.5048
2020-03-05,17.445,12.4204,10.7233,38.6146
2020-03-06,16.6954,14.8171,18.03,44.4863
2020-03-07,14.3054,8.8728,12.27,54.5996
2020-03-08,7.0717,7.563,11.31,59.8987
2020-03-09,9.6588,5.7353,16.11,58.0492
2020-03-10,8.0738,4.4853,9.6033,56.5438
2020-03-11,8.0083,4.1463,4.75,62.1721
2020-03-12,4.5208,4.8328,14.0833,71.9196
2020-03-13,6.9796,5.131,12.43,58.58
2020-03-14,18.1542,11.9731,12.1633,38.7042
2020-03-15,9.5592,7.0726,11.8967,53.745
2020-03-16,20.0946,7.1787,12.0567,39.8487
2020-03-17,15.7521,11.3518,13.2833,45.225
2020-03-18,12.9471,8.6786,13.6033,51.4604
2020-03-19,12.8462,9.7743,14.9367,38.2412
2020-03-20,8.5246,6.614,9.2833,58.0474
2020-03-21,6.0938,6.692,8.6433,56.0233
2020-03-22,6.0267,6.7265,7.8967,60.6167
2020-03-23,9.9971,9.6575,12.11,59.1158
2020-03-24,14.34,13.1855,19.0433,51.2009
2020-03-25,16.1904,16.6805,21.39,57.8671
2020-03-26,14.258,21.756,29.2376,62.341
2020-03-27,14.2429,29.6662,39.2033,64.8529
2020-03-28,7.2071,22.1259,26.9367,77.847
2020-03-29,2.8083,6.4598,12.6433,74.7862
2020-03-30,21.9004,6.2399,14.0833,52.05
2020-03-31,12.5704,6.2348,11.95,55.2367
2020-04-01,28.1762,6.5604,13.4967,47.6878
2020-04-02,12.385,10.4141,16.1633,58.9512
2020-04-03,12.8504,7.668,16.0567,60.1058
2020-04-04,15.3725,11.9877,18.5633,57.4883
2020-04-05,12.0771,15.9129,21.6033,68.5996
2020-04-06,13.2546,10.778,19.15,61.5879
2020-04-07,20.555,11.9785,25.71,50.8467
2020-04-08,31.5779,20.5408,39.2033,54.2767
2020-04-09,20.1342,19.0118,31.8967,68.9887
2020-04-10,12.8387,7.8485,15.95,50.9717
2020-04-11,21.3704,12.245,19.79,48.3229
2020-04-12,33.0342,23.3419,33.1233,50.6617
2020-04-13,4.965,5.8183,14.6167,74.2952
2020-04-14,14.4229,6.0343,15.63,70.6654
2020-04-15,24.1112,12.641,27.0967,55.0175
2020-04-16,24.8762,16.3616,31.95,55.7304
2020-04-17,8.8888,6.2801,12.8033,65.6387
2020-04-18,21.6954,10.6821,23.2033,40.5642
2020-04-19,9.1654,6.0961,12.0567,66.6483
2020-04-20,7.5958,4.2708,16.8033,72.9858
2020-04-21,8.3958,6.9766,21.9233,79.4265
2020-04-22,11.1471,10.2315,23.0967,80.7404
2020-04-23,24.7488,12.3392,30.4033,69.3962
2020-04-24,25.5808,14.2398,24.8567,61.0288
2020-04-25,7.8379,5.7679,16.75,79.9243
2020-04-26,22.1487,10.1878,17.87,57.0321
2020-04-27,24.7075,16.5502,24.27,60.895
2020-04-28,15.5508,10.9956,16.8033,48.8246
2020-04-29,9.9412,9.4138,12.27,60.3913
2020-04-30,8.5121,3.402,7.63,73.4733
2020-05-01,7.0608,5.0073,10.4033,72.1904
2020-05-02,7.5283,5.3417,10.35,71.8062
2020-05-03,18.0042,9.1252,14.6167,64.7609
2020-05-04,11.3796,6.073,12.6433,66.2325
2020-05-05,8.7254,3.8814,9.1233,74.2583
2020-05-06,13.3392,6.624,12.27,69.3042
2020-05-07,29.2404,11.9391,22.7767,70.2809
2020-05-08,36.4583,16.2181,29.4967,67.9971
2020-05-09,16.6288,12.0758,16.9633,79.3008
2020-05-10,13.2483,13.4102,23.2567,70.8221
2020-05-11,6.005,3.293,12.8567,62.8165
2020-05-12,12.8988,4.6009,9.4967,64.8025
2020-05-13,10.6588,4.0693,10.2967,58.895
2020-05-14,10.3783,1.4012,9.7633,60.9804
2020-05-15,15.2,3.499,9.9767,60.7952
2020-05-16,12.2812,7.7698,10.83,60.3188
2020-05-17,7.3821,10.494,10.03,73.1162
2020-05-18,9.2658,9.3038,14.51,65.9162
2020-05-19,17.0379,7.8906,15.31,52.2952
2020-05-20,17.7671,10.3242,11.8967,55.8354
2020-05-21,16.4158,12.0929,18.67,73.6879
2020-05-22,13.8575,8.9413,18.51,60.8358
2020-05-23,3.585,8.9182,28.11,69.8074
2020-05-24,4.9592,8.4662,19.95,59.3762
2020-05-25,15.7421,8.5387,15.7367,48.6892
2020-05-26,23.8729,9.0611,16.2167,54.8783
2020-05-27,18.9517,10.0041,12.8033,58.183
2020-05-28,7.0046,5.556,12.75,65.2454
2020-05-29,8.7146,8.7963,16.11,70.2971
2020-05-30,8.6383,7.8457,14.7767,79.7117
2020-05-31,5.7146,5.0119,11.79,69.2561
2020-06-01,9.7033,6.7602,15.15,68.4404
2020-06-02,29.7317,9.9668,26.19,54.4392
2020-06-03,19.2121,11.3007,21.7405,61.2721
2020-06-04,10.1346,5.1478,10.4567,69.4704
2020-06-05,6.7562,3.6394,6.51,56.8821
2020-06-06,4.9338,5.0565,11.15,60.8529
2020-06-07,3.3975,2.9607,8.6433,58.1688
2020-06-08,8.9113,2.3944,10.67,56.2335
2020-06-09,13.0967,3.5915,17.71,59.9679
2020-06-10,28.7196,6.6454,17.39,40.7629
2020-06-11,17.9233,6.8162,14.8833,47.1979
2020-06-12,16.2962,8.9983,14.4033,55.5774
2020-06-13,9.7171,5.1036,14.2967,77.7912
2020-06-14,12.9521,15.767,18.6319,53.0054
2020-06-15,12.2408,6.6474,14.5633,68.6558
2020-06-16,21.1525,7.616,16.5367,49.523
2020-06-17,20.1919,6.5482,28.302,54.8575
2020-06-18,20.1312,5.3992,12.11,69.5583
2020-06-19,19.1396,6.8563,11.15,52.5817
2020-06-20,15.3067,5.279,9.87,52.3574
2020-06-21,16.09,6.3038,15.79,49.3746
2020-06-22,15.83,6.7322,17.9767,48.7475
2020-06-23,19.6804,8.8006,21.9233,77.7833
2020-06-24,18.4925,8.7751,19.8433,95.8009
2020-06-25,15.7171,7.4382,19.31,97.0004
2020-06-26,13.5021,9.0776,21.4967,97.4617
2020-06-27,11.4421,8.177,15.8433,56.265
2020-06-28,9.6192,4.2231,16.8033,65.6039
2020-06-29,15.2912,5.7459,18.51,60.6854
2020-06-30,17.1688,2.5096,11.15,41.7017
2020-07-01,11.6033,1.3775,9.87,40.5608
2020-07-02,13.52,2.8168,12.2167,47.8543
2020-07-03,13.2,4.6859,10.2433,51.7812
2020-07-04,15.8688,2.5595,7.0433,38.3125
2020-07-05,9.9229,3.4737,14.9367,40.0371
2020-07-06,15.5221,4.0946,15.95,48.1713
2020-07-07,18.6412,3.7454,17.9535,41.705
2020-07-08,18.0413,3.9697,7.2033,31.5383
2020-07-09,14.3442,2.4563,11.0967,21.8925
2020-07-10,17.6429,1.8655,11.0433,41.3748
2020-07-11,17.5696,6.7159,9.3367,44.4417
2020-07-12,18.5546,5.9015,10.4567,44.0288
2020-07-13,18.2708,6.7251,25.1326,60.1625
2020-07-14,21.6917,4.8182,13.7633,40.1009
2020-07-15,16.8321,4.8718,11.8967,49.4796
2020-07-16,16.8104,4.0948,9.55,34.2188
2020-07-17,16.8258,5.0173,10.0833,33.1888
2020-07-18,17.9317,10.7433,20.6248,44.95
2020-07-19,15.0362,8.4249,12.11,33.1067
2020-07-20,19.3804,2.5088,15.0433,42.5667
2020-07-21,21.3242,3.985,9.39,42.9292
2020-07-22,22.6762,4.8468,9.8839,35.727
2020-07-23,19.3962,6.4136,17.07,63.4771
2020-07-24,13.4088,5.6328,9.2833,50.5917
2020-07-25,13.7083,4.1596,7.5767,32.8892
2020-07-26,9.5679,2.7427,11.2033,43.1748
2020-07-27,17.2838,3.9935,11.2567,39.7733
2020-07-28,13.4954,3.3085,11.15,50.2567
2020-07-29,13.4725,2.7674,10.35,46.2908
2020-07-30,18.1183,6.4307,18.03,70.513
2020-07-31,16.4092,6.3086,22.35,109.1304
2020-08-01,6.9192,8.6817,18.51,47.6975
2020-08-02,9.7971,4.1533,12.2167,42.8604
2020-08-03,18.9762,4.4732,9.6567,38.5804
2020-08-04,15.3996,3.8503,13.1767,48.1133
2020-08-05,12.1996,7.8707,14.19,67.9008
2020-08-06,18.6404,7.2932,18.9367,69.6487
2020-08-07,24.8138,11.1008,27.0967,95.7978
2020-08-08,17.5067,13.4735,30.03,110.5121
2020-08-09,10.0383,15.1521,28.75,104.7925
2020-08-10,14.2046,10.9279,25.1233,103.7167
2020-08-11,16.9867,12.7747,33.55,110.8078
2020-08-12,14.8179,12.4648,27.7483,109.4546
2020-08-13,16.4367,16.0245,40.27,85.3092
2020-08-14,17.5183,21.3965,43.79,58.3379
2020-08-15,11.2912,21.0302,24.9774,73.107
2020-08-16,10.8579,8.9466,18.4518,71.0821
2020-08-17,15.1721,9.7902,17.55,43.7579
2020-08-18,11.1933,5.7192,9.39,47.7308
2020-08-19,15.4033,5.1862,10.19,50.2139
2020-08-20,16.3562,2.6845,12.8033,40.0683
2020-08-21,10.2129,4.8171,17.07,57.3033
2020-08-22,6.3304,3.4797,17.71,56.8575
2020-08-23,6.8171,3.9363,14.03,53.6317
2020-08-24,8.42,3.4565,9.8167,52.9492
2020-08-25,13.6925,3.8029,10.03,43.6817
2020-08-26,8.2967,2.0425,14.7233,52.9458
2020-08-27,18.4467,9.2139,19.3633,37.3543
2020-08-28,9.2808,4.7978,13.0561,47.5129
2020-08-29,10.5554,4.0542,11.7204,47.6558
2020-08-30,12.15,3.6228,13.2833,47.2075
2020-08-31,21.6262,3.9563,11.4167,46.0965
2020-09-01,30.0825,4.3553,12.6967,29.9712
2020-09-02,23.9475,5.3468,12.8891,40.9108
2020-09-03,14.7296,9.6491,10.7767,47.0475
2020-09-04,8.8596,3.1807,12.0567,47.2178
2020-09-05,9.2592,3.351,10.19,47.6588
2020-09-06,9.9358,3.8928,7.31,41.6129
2020-09-07,14.5558,7.2826,10.4567,42.1579
2020-09-08,15.5821,7.3278,13.9767,26.5865
2020-09-09,14.9457,6.4289,15.95,28.9167
2020-09-10,20.4846,7.144,16.5622,32.8321
2020-09-11,22.9125,9.5702,16.3767,36.9212
2020-09-12,12.1408,6.8317,13.6567,43.9422
2020-09-13,14.5279,9.0251,10.7767,37.9888
2020-09-14,28.8517,15.1276,22.1367,50.4858
2020-09-15,43.5679,20.5027,51.1195,58.9367
2020-09-16,23.7046,23.586,39.182,63.5661
2020-09-17,15.9012,4.2079,14.7233,44.1621
2020-09-18,17.6133,5.1069,12.75,48.4942
2020-09-19,19.0,6.8402,16.4833,51.1804
2020-09-20,14.3038,7.2259,16.8567,61.2165
2020-09-21,34.4296,16.5669,27.47,42.7129
2020-09-22,34.7879,24.083,24.9633,43.9533
2020-09-23,18.9119,20.7648,30.03,45.4365
2020-09-24,10.5879,2.9702,8.1633,53.153
2020-09-25,9.7258,2.3702,6.99,55.8254
2020-09-26,19.2479,3.139,8.6433,46.7104
2020-09-27,9.4504,2.9969,5.71,40.9696
2020-09-28,25.0238,9.3198,11.9355,9.7596
2020-09-29,16.3479,4.3472,23.63,37.1942
2020-09-30,18.91,7.374,12.27,31.0475
2020-10-01,12.0558,7.2272,10.2433,38.7871
2020-10-02,18.485,6.8353,10.7767,30.8261
2020-10-03,13.6258,10.2229,16.1633,34.5604
2020-10-04,8.1437,1.1834,4.27,46.3646
2020-10-05,11.8588,4.1615,6.7767,42.4921
2020-10-06,9.7,2.9188,8.75,46.6926
2020-10-07,9.26,4.193,12.27,45.4871
2020-10-08,13.2929,1.5989,9.4967,40.2438
2020-10-09,14.4479,2.5822,9.3367,40.4946
2020-10-10,10.1417,3.0435,8.11,48.4122
2020-10-11,12.5025,4.4388,10.1367,45.6513
2020-10-12,17.9871,4.8409,8.59,38.3467
2020-10-13,22.0379,7.893,12.91,25.9775
2020-10-14,18.2512,3.8234,10.7767,34.4004
2020-10-15,16.3408,1.362,6.4033,41.3738
2020-10-16,28.1942,3.8712,14.35,28.0367
2020-10-17,24.8583,14.298,16.6433,18.0662
2020-10-18,17.855,10.1458,13.557,30.4074
2020-10-19,24.3642,6.8745,14.67,28.5629
2020-10-20,19.9912,8.1594,16.1633,30.6879
2020-10-21,8.3683,2.7958,8.75,52.375
2020-10-22,16.785,2.653,12.8033,41.5978
2020-10-23,22.2987,9.4317,14.2967,28.1817
2020-10-24,10.5329,2.0582,6.7233,46.8725
2020-10-25,8.1917,2.9883,7.31,53.1529
2020-10-26,12.1075,3.0522,7.79,47.2913
2020-10-27,14.8983,4.0537,8.6967,39.4154
2020-10-28,14.5342,2.2798,9.8167,49.6817
2020-10-29,15.64,4.2319,12.5367,44.8992
2020-10-30,10.7725,1.8648,10.5633,51.7357
2020-10-31,12.3257,5.221,12.1633,46.2625
2020-11-01,10.2821,3.5514,13.6567,44.2846
2020-11-02,8.4196,1.3692,10.67,48.0262
2020-11-03,17.0704,4.1639,16.27,51.9574
2020-11-04,28.8692,6.7058,13.0167,29.7246
2020-11-05,35.8746,11.1927,13.4433,18.0467
2020-11-06,39.87,21.3004,25.07,13.5175
2020-11-07,36.3604,19.3935,25.1767,7.6022
2020-11-08,30.3775,19.6702,25.8167,2.8796
2020-11-09,33.0038,14.4687,26.0833,6.7758
2020-11-10,35.3983,20.9724,24.8033,2.4612
2020-11-11,25.9812,19.1976,15.0967,15.6674
2020-11-12,16.8688,4.7769,13.9767,42.7958
2020-11-13,24.6067,7.8899,12.4833,25.6342
2020-11-14,20.255,9.4596,13.71,31.17
2020-11-15,10.1567,5.528,12.27,54.4591
2020-11-16,15.4529,3.0138,11.79,52.4204
2020-11-17,17.6042,4.5752,9.9233,45.4204
2020-11-18,21.59,5.2739,12.9633,40.4433
2020-11-19,16.0587,5.8027,15.31,58.5496
2020-11-20,25.1478,7.9585,10.19,42.3237
2020-11-21,18.987,10.0768,10.7767,39.9846
2020-11-22,12.8286,6.2809,8.75,45.28
2020-11-23,34.9057,8.6633,17.9767,26.1026
2020-11-24,29.0861,16.8111,17.87,21.4542
2020-11-25,26.4313,16.0687,20.3233,18.0563
2020-11-26,31.8987,17.6969,21.87,19.5521
2020-11-27,29.2322,19.933,22.0833,24.7739
2020-11-28,32.8926,23.4955,25.2833,5.2075
2020-11-29,20.5809,25.3617,26.19,19.48
2020-11-30,33.6061,33.6477,43.6833,6.9333
2020-12-01,19.9564,4.4478,16.6967,50.8061
2020-12-02,,13.8174,14.5481,2.3425
2020-12-03,12.2064,9.8198,10.0833,32.0
2020-12-04,10.3325,3.7631,4.59,48.0796
2020-12-05,16.7604,10.7569,9.1233,32.3487
2020-12-06,28.7712,23.1247,22.67,7.68
2020-12-07,35.5133,19.8517,26.4033,7.8338
2020-12-08,35.0108,21.8022,26.4567,4.2312
2020-12-09,29.1888,20.9484,18.99,6.09
2020-12-10,23.475,17.3502,15.0967,11.4871
2020-12-11,25.405,12.7575,12.6433,12.1658
2020-12-12,21.2446,13.8718,14.2967,14.6733
2020-12-13,11.1208,8.5625,7.8967,36.2717
2020-12-14,12.3137,3.3614,8.0033,38.9175
2020-12-15,14.5862,7.8313,13.23,16.4317
2020-12-16,16.353,9.5844,6.7233,27.6896
2020-12-17,17.837,5.067,11.8433,32.537
2020-12-18,14.8017,7.5858,9.1233,38.9917
2020-12-19,10.0171,7.1465,8.0033,40.1129
2020-12-20,10.0875,4.6523,14.51,43.8408
2020-12-21,12.7863,5.1909,8.59,37.297
2020-12-22,11.9558,,8.8033,40.6654
2020-12-23,15.385,5.3107,6.9367,36.7371
2020-12-24,11.9425,4.0206,7.7367,56.5362
2020-12-25,14.0338,9.075,9.7633,53.8648
2020-12-26,8.5108,10.5947,8.0567,53.5783
2020-12-27,7.2133,5.643,6.7767,60.0392
2020-12-28,15.7275,10.4083,10.2967,39.9525
2020-12-29,18.9025,12.4771,8.5367,34.2383
2020-12-30,9.44,7.0347,5.7633,51.9038
2020-12-31,22.9525,28.475,16.27,22.9212
2021-01-01,10.0217,50.11,12.9633,37.1183
2021-01-02,22.7625,20.1823,19.7367,9.3483
2021-01-03,15.2342,17.2639,13.23,20.8312
2021-01-04,9.3354,5.8887,5.87,33.5775
2021-01-05,12.0883,7.9982,7.2567,23.075
2021-01-06,20.3817,6.664,9.1767,19.5843
2021-01-07,18.8,2.1102,4.59,38.2479
2021-01-08,26.3829,9.565,5.8167,18.3129
2021-01-09,34.7438,15.1177,11.15,17.2367
2021-01-10,11.8829,13.379,9.07,46.1465
2021-01-11,15.3192,13.8265,12.75,43.6429
2021-01-12,14.0496,4.0426,10.9367,60.8496
2021-01-13,12.9817,2.5127,13.1233,56.7775
2021-01-14,17.8279,6.7399,10.1367,36.3896
2021-01-15,27.5167,14.6936,13.07,16.5708
2021-01-16,21.1854,16.3668,17.4433,22.3271
2021-01-17,16.0429,12.8389,13.2833,44.9279
2021-01-18,17.6162,9.2752,13.71,41.763
2021-01-19,8.1704,7.2691,8.43,58.5683
2021-01-20,11.0808,6.2813,7.95,54.5896
2021-01-21,9.91,4.1371,11.31,62.3008
2021-01-22,21.075,6.4075,11.2033,39.963
2021-01-23,20.5058,12.5943,10.2967,39.8479
2021-01-24,12.8029,8.9781,10.83,54.2342
2021-01-25,19.9817,11.8542,9.3367,47.3071
2021-01-26,13.45,4.6275,11.47,52.7552
2021-01-27,15.6692,10.1368,8.5367,41.0038
2021-01-28,28.3567,9.7231,7.3633,7.8808
2021-01-29,9.9396,7.4374,14.67,57.7462
2021-01-30,8.8517,8.522,10.19,47.8604
2021-01-31,16.3929,16.1067,15.8433,30.0292
2021-02-01,27.8625,21.5858,19.7367,11.1954
2021-02-02,19.4804,16.2968,19.3633,31.1029
2021-02-03,18.9658,6.2419,11.79,50.4252
2021-02-04,22.6088,11.8438,20.6433,39.5883
2021-02-05,30.3296,19.46,14.67,16.8733
2021-02-06,21.6787,20.5576,21.2833,16.8063
2021-02-07,5.5483,6.2331,10.9367,61.1913
2021-02-08,7.6804,8.0328,11.0967,67.1292
2021-02-09,16.0604,11.4257,10.35,55.7667
2021-02-10,15.7271,10.2917,10.83,55.6846
2021-02-11,24.0358,14.6687,13.4967,48.7139
2021-02-12,21.1958,20.4371,18.1367,51.6842
2021-02-13,17.4046,16.1452,16.0567,57.9388
2021-02-14,12.6496,11.2969,10.2433,55.3575
2021-02-15,18.7217,11.6508,13.87,38.5587
2021-02-16,21.4929,13.5454,12.9633,35.1696
2021-02-17,13.3821,9.7834,16.6967,57.8279
2021-02-18,11.2012,7.5031,10.99,57.4192
2021-02-19,17.2892,9.0446,13.3367,50.5826
2021-02-20,7.2583,11.4218,27.2033,56.505
2021-02-21,10.5625,13.1829,17.71,57.1512
2021-02-22,19.7962,11.5174,24.8033,46.0679
2021-02-23,15.8542,16.8835,41.9767,41.7948
2021-02-24,12.1958,16.0735,30.2967,52.0929
2021-02-25,24.5196,18.4286,42.0833,33.625
2021-02-26,31.8171,10.2757,15.5767,32.9483
2021-02-27,26.5975,10.454,17.2833,24.7961
2021-02-28,17.2513,11.4687,13.87,31.1146
2021-03-01,18.1508,13.928,20.75,31.0717
2021-03-02,31.3133,20.5707,35.6833,14.5767
2021-03-03,44.825,35.5148,57.9233,4.9722
2021-03-04,18.4675,18.8293,34.03,47.3962
2021-03-05,19.3115,8.2443,13.134,46.1932
2021-03-06,24.9962,10.6074,16.3233,40.0908
2021-03-07,20.8017,18.4388,18.8833,44.5087
2021-03-08,13.1233,20.3331,30.83,46.1367
2021-03-09,15.7321,8.3831,11.7367,49.045
2021-03-10,18.8354,19.6546,31.31,46.7258
2021-03-11,4.2383,9.216,14.2967,71.3304
2021-03-12,7.9629,6.6676,17.4967,67.9608
2021-03-13,4.2017,5.3928,12.1633,75.9317
2021-03-14,5.6537,5.7988,10.5633,66.1371
2021-03-15,10.7446,4.6325,15.15,69.1804
2021-03-16,13.1275,5.7346,9.07,65.7929
2021-03-17,14.4817,4.0951,9.39,63.2588
2021-03-18,22.9296,7.285,11.6833,50.0492
2021-03-19,13.5854,5.9372,8.75,62.4474
2021-03-20,15.3217,7.8872,8.8033,48.7117
2021-03-21,8.6638,7.8733,19.2033,67.5792
2021-03-22,23.2029,6.0565,16.0567,54.91
2021-03-23,27.3354,27.3106,33.6033,35.2352
2021-03-24,27.8567,34.2874,46.6167,39.3912
2021-03-25,20.4812,21.267,25.1767,42.5012
2021-03-26,15.2537,9.5475,14.0833,58.0079
2021-03-27,6.3858,4.9743,12.0567,70.7109
2021-03-28,9.42,6.2726,14.83,62.4142
2021-03-29,19.9517,9.7136,16.91,52.0788
2021-03-30,44.1871,20.0765,31.31,42.9088
2021-03-31,50.0692,27.5185,43.0433,40.8604
2021-04-01,37.1504,20.3914,39.3633,41.9625
2021-04-02,10.8354,7.2492,13.6567,65.2729
2021-04-03,6.9954,10.1621,29.1767,81.4817
2021-04-04,8.2992,8.2505,17.7633,73.1726
2021-04-05,7.6758,6.7093,15.31,66.005
2021-04-06,10.96,2.9632,11.63,71.8071
2021-04-07,10.2525,2.4024,14.6167,71.0038
2021-04-08,16.495,9.5934,13.8167,59.6335
2021-04-09,18.3367,11.6951,14.4033,61.0267
2021-04-10,8.1342,5.3405,6.9367,61.3954
2021-04-11,7.7621,2.4674,6.0833,75.2454
2021-04-12,12.27,5.5498,5.9233,70.3061
2021-04-13,22.8629,6.4066,9.2833,55.0654
2021-04-14,28.5033,9.1429,11.8433,46.8354
2021-04-15,22.5071,7.5505,8.103,55.3029
2021-04-16,21.1612,7.5313,11.5767,62.8696
2021-04-17,17.2546,6.9823,11.3633,62.8279
2021-04-18,27.2771,11.625,22.35,45.3308
2021-04-19,30.1992,12.6013,23.3633,32.5654
2021-04-20,37.0854,17.5257,29.39,37.2361
2021-04-21,28.3792,15.401,32.27,51.5296
2021-04-22,18.2496,7.3449,20.1633,57.8142
2021-04-23,24.4692,7.3284,16.3767,52.9704
2021-04-24,8.7517,8.4763,8.43,69.9391
2021-04-25,7.2104,7.1693,9.9233,73.0808
